A,B,C,D,E,F,G,H,I,class_label
56.0,0.0,79.0,0.0,12.0,-17.0,23.0,66.0,42.0,3.0
56.0,0.0,79.0,0.0,10.0,31.0,23.0,68.0,46.0,3.0
55.0,0.0,97.0,-4.0,42.0,0.0,42.0,56.0,14.0,3.0
56.0,0.0,78.0,-1.0,26.0,2.0,22.0,52.0,30.0,3.0
55.0,0.0,78.0,-1.0,6.0,-30.0,23.0,73.0,50.0,3.0
55.0,0.0,78.0,-6.0,8.0,0.0,23.0,70.0,48.0,3.0
56.0,0.0,80.0,0.0,20.0,-1.0,24.0,59.0,36.0,3.0
55.0,0.0,77.0,-6.0,12.0,-4.0,22.0,65.0,42.0,3.0
56.0,6.0,76.0,14.0,-4.0,0.0,19.0,81.0,62.0,3.0
56.0,0.0,82.0,7.0,-12.0,-9.0,26.0,95.0,68.0,3.0
56.0,0.0,76.0,0.0,-10.0,-6.0,20.0,86.0,66.0,3.0
56.0,4.0,75.0,9.0,-2.0,22.0,19.0,77.0,58.0,3.0
56.0,0.0,77.0,0.0,0.0,9.0,21.0,77.0,56.0,3.0
56.0,0.0,76.0,0.0,-4.0,3.0,20.0,81.0,62.0,3.0
56.0,0.0,92.0,6.0,0.0,0.0,36.0,92.0,56.0,3.0
55.0,0.0,78.0,0.0,18.0,10.0,23.0,60.0,38.0,3.0
56.0,0.0,78.0,0.0,42.0,-20.0,22.0,37.0,14.0,3.0
55.0,-1.0,98.0,0.0,44.0,-1.0,42.0,54.0,12.0,3.0
56.0,0.0,96.0,0.0,38.0,-24.0,40.0,57.0,18.0,3.0
56.0,3.0,77.0,0.0,16.0,-2.0,22.0,62.0,40.0,3.0
55.0,0.0,94.0,0.0,18.0,0.0,39.0,76.0,38.0,3.0
56.0,0.0,97.0,0.0,50.0,5.0,41.0,48.0,6.0,3.0
56.0,4.0,98.0,0.0,46.0,26.0,42.0,51.0,10.0,3.0
79.0,-35.0,89.0,4.0,8.0,0.0,10.0,81.0,70.0,2.0
55.0,0.0,98.0,0.0,42.0,-13.0,42.0,57.0,14.0,3.0
55.0,0.0,79.0,4.0,16.0,7.0,23.0,63.0,40.0,3.0
56.0,0.0,92.0,0.0,0.0,19.0,36.0,92.0,56.0,3.0
55.0,0.0,95.0,0.0,50.0,7.0,40.0,46.0,6.0,3.0
56.0,0.0,77.0,0.0,-4.0,9.0,21.0,82.0,62.0,3.0
56.0,2.0,97.0,0.0,42.0,-10.0,40.0,55.0,14.0,3.0
56.0,0.0,77.0,0.0,-22.0,31.0,21.0,100.0,80.0,3.0
55.0,0.0,98.0,-7.0,46.0,-19.0,42.0,51.0,8.0,3.0
56.0,0.0,91.0,0.0,2.0,2.0,35.0,88.0,54.0,3.0
55.0,-1.0,98.0,-6.0,42.0,0.0,42.0,57.0,14.0,3.0
56.0,0.0,95.0,0.0,50.0,30.0,40.0,46.0,6.0,3.0
56.0,-3.0,99.0,0.0,46.0,-10.0,43.0,52.0,10.0,3.0
56.0,0.0,81.0,0.0,-6.0,18.0,25.0,88.0,64.0,3.0
55.0,0.0,79.0,0.0,20.0,-6.0,23.0,58.0,34.0,3.0
55.0,0.0,79.0,0.0,16.0,-2.0,23.0,63.0,40.0,3.0
55.0,0.0,77.0,0.0,-10.0,8.0,21.0,87.0,66.0,3.0
55.0,0.0,97.0,0.0,42.0,6.0,42.0,56.0,14.0,3.0
56.0,2.0,77.0,0.0,-24.0,0.0,21.0,103.0,82.0,3.0
37.0,-85.0,77.0,0.0,20.0,0.0,40.0,57.0,16.0,2.0
55.0,0.0,95.0,0.0,52.0,-12.0,40.0,44.0,4.0,3.0
55.0,0.0,77.0,1.0,-22.0,0.0,22.0,101.0,78.0,3.0
56.0,0.0,96.0,0.0,38.0,-9.0,40.0,57.0,18.0,3.0
55.0,-1.0,95.0,0.0,44.0,30.0,40.0,51.0,12.0,3.0
56.0,3.0,98.0,0.0,38.0,-13.0,42.0,59.0,18.0,3.0
55.0,0.0,93.0,1.0,20.0,-1.0,37.0,72.0,34.0,3.0
55.0,-5.0,97.0,0.0,46.0,0.0,42.0,51.0,8.0,3.0
55.0,0.0,77.0,0.0,6.0,-8.0,22.0,72.0,50.0,3.0
56.0,0.0,96.0,6.0,42.0,0.0,40.0,55.0,14.0,3.0
56.0,5.0,97.0,0.0,50.0,0.0,41.0,48.0,8.0,3.0
55.0,-3.0,95.0,0.0,46.0,0.0,40.0,49.0,8.0,3.0
55.0,0.0,77.0,0.0,-14.0,6.0,21.0,92.0,70.0,3.0
55.0,0.0,95.0,-7.0,36.0,-24.0,39.0,59.0,20.0,3.0
56.0,0.0,76.0,0.0,-4.0,-12.0,20.0,81.0,62.0,3.0
56.0,0.0,79.0,0.0,8.0,2.0,24.0,72.0,48.0,3.0
56.0,0.0,97.0,0.0,44.0,-15.0,41.0,53.0,12.0,3.0
56.0,0.0,78.0,1.0,0.0,13.0,22.0,78.0,56.0,3.0
55.0,0.0,78.0,7.0,46.0,0.0,23.0,32.0,8.0,3.0
55.0,0.0,79.0,0.0,20.0,-21.0,23.0,58.0,34.0,3.0
55.0,0.0,95.0,0.0,44.0,-30.0,40.0,51.0,12.0,3.0
55.0,0.0,97.0,0.0,46.0,7.0,41.0,50.0,8.0,3.0
56.0,0.0,80.0,0.0,24.0,30.0,24.0,57.0,32.0,3.0
55.0,0.0,78.0,-3.0,8.0,-8.0,23.0,70.0,48.0,3.0
56.0,3.0,92.0,0.0,52.0,0.0,36.0,40.0,4.0,3.0
55.0,0.0,96.0,-7.0,44.0,0.0,41.0,52.0,12.0,3.0
56.0,0.0,76.0,-5.0,0.0,0.0,20.0,76.0,56.0,3.0
55.0,0.0,77.0,0.0,-28.0,-17.0,21.0,105.0,84.0,3.0
55.0,0.0,77.0,-2.0,8.0,-25.0,22.0,70.0,48.0,3.0
56.0,0.0,97.0,0.0,44.0,29.0,41.0,53.0,12.0,3.0
55.0,0.0,76.0,-7.0,-12.0,-30.0,21.0,89.0,68.0,3.0
56.0,0.0,97.0,0.0,52.0,-9.0,41.0,45.0,4.0,3.0
55.0,0.0,95.0,0.0,50.0,-10.0,40.0,46.0,6.0,3.0
55.0,0.0,79.0,-3.0,20.0,-6.0,24.0,59.0,34.0,3.0
56.0,4.0,98.0,0.0,42.0,27.0,42.0,57.0,14.0,3.0
55.0,0.0,92.0,6.0,46.0,0.0,37.0,46.0,8.0,3.0
56.0,0.0,96.0,0.0,50.0,-21.0,40.0,47.0,6.0,3.0
56.0,0.0,96.0,0.0,50.0,-8.0,40.0,47.0,6.0,3.0
55.0,0.0,95.0,0.0,36.0,-3.0,39.0,59.0,20.0,3.0
56.0,5.0,95.0,0.0,34.0,0.0,40.0,62.0,22.0,3.0
55.0,0.0,93.0,0.0,42.0,-3.0,37.0,51.0,14.0,3.0
55.0,0.0,93.0,0.0,0.0,-4.0,38.0,93.0,56.0,3.0
55.0,0.0,78.0,2.0,44.0,0.0,23.0,34.0,12.0,3.0
72.0,-38.0,107.0,0.0,62.0,5.0,35.0,45.0,10.0,2.0
55.0,0.0,95.0,0.0,36.0,0.0,40.0,59.0,20.0,3.0
55.0,0.0,77.0,0.0,26.0,-30.0,21.0,51.0,30.0,3.0
55.0,0.0,92.0,8.0,-4.0,0.0,37.0,97.0,60.0,3.0
56.0,0.0,81.0,0.0,-6.0,25.0,25.0,88.0,64.0,3.0
55.0,0.0,78.0,-7.0,12.0,0.0,23.0,65.0,42.0,3.0
55.0,0.0,79.0,0.0,12.0,2.0,23.0,66.0,42.0,3.0
55.0,0.0,76.0,-1.0,-22.0,-4.0,21.0,99.0,78.0,3.0
55.0,0.0,78.0,0.0,10.0,22.0,23.0,68.0,46.0,3.0
55.0,0.0,97.0,0.0,46.0,-17.0,42.0,51.0,8.0,3.0
55.0,0.0,78.0,0.0,6.0,8.0,23.0,73.0,50.0,3.0
56.0,-1.0,98.0,4.0,50.0,23.0,42.0,49.0,6.0,3.0
56.0,0.0,99.0,3.0,50.0,0.0,43.0,50.0,6.0,3.0
55.0,0.0,92.0,0.0,26.0,-19.0,36.0,66.0,30.0,3.0
56.0,0.0,97.0,1.0,52.0,9.0,41.0,46.0,4.0,3.0
55.0,0.0,77.0,0.0,18.0,24.0,22.0,59.0,38.0,3.0
55.0,0.0,95.0,0.0,52.0,5.0,40.0,44.0,4.0,3.0
55.0,0.0,81.0,0.0,-6.0,21.0,25.0,88.0,64.0,3.0
55.0,0.0,93.0,0.0,50.0,-9.0,38.0,44.0,6.0,3.0
56.0,0.0,81.0,8.0,-2.0,0.0,25.0,83.0,58.0,3.0
56.0,3.0,78.0,0.0,42.0,0.0,22.0,37.0,14.0,3.0
55.0,0.0,92.0,0.0,-6.0,-5.0,36.0,99.0,64.0,3.0
56.0,0.0,97.0,-6.0,52.0,19.0,41.0,45.0,4.0,3.0
55.0,0.0,77.0,-3.0,30.0,20.0,21.0,46.0,24.0,3.0
56.0,0.0,81.0,2.0,-22.0,0.0,25.0,104.0,80.0,3.0
56.0,0.0,95.0,0.0,46.0,15.0,40.0,49.0,10.0,3.0
56.0,0.0,76.0,0.0,-14.0,-29.0,20.0,92.0,72.0,3.0
56.0,0.0,76.0,0.0,-12.0,14.0,20.0,89.0,68.0,3.0
56.0,0.0,91.0,0.0,-2.0,2.0,35.0,93.0,58.0,3.0
56.0,0.0,95.0,-7.0,46.0,0.0,40.0,49.0,10.0,3.0
56.0,4.0,81.0,0.0,-20.0,0.0,25.0,102.0,76.0,3.0
79.0,1958.0,82.0,-3.0,44.0,-5.0,3.0,38.0,34.0,5.0
56.0,0.0,77.0,0.0,16.0,-7.0,22.0,62.0,40.0,3.0
55.0,0.0,95.0,0.0,38.0,-18.0,40.0,57.0,16.0,3.0
55.0,0.0,92.0,0.0,-4.0,23.0,36.0,97.0,60.0,3.0
56.0,0.0,77.0,0.0,20.0,-1.0,22.0,57.0,36.0,3.0
56.0,-1.0,95.0,-6.0,42.0,-9.0,40.0,54.0,14.0,3.0
55.0,0.0,93.0,0.0,6.0,-28.0,37.0,88.0,50.0,3.0
55.0,0.0,77.0,0.0,2.0,-2.0,22.0,75.0,52.0,3.0
56.0,0.0,77.0,-1.0,16.0,0.0,22.0,62.0,40.0,3.0
55.0,0.0,77.0,0.0,6.0,-22.0,22.0,72.0,50.0,3.0
55.0,0.0,77.0,0.0,-12.0,-21.0,21.0,90.0,68.0,3.0
56.0,0.0,81.0,0.0,-4.0,11.0,25.0,86.0,62.0,3.0
55.0,-2.0,98.0,2.0,38.0,-24.0,42.0,59.0,16.0,3.0
56.0,0.0,80.0,0.0,-2.0,-18.0,24.0,83.0,58.0,3.0
55.0,0.0,78.0,0.0,6.0,30.0,23.0,73.0,50.0,3.0
56.0,0.0,97.0,0.0,44.0,-2.0,41.0,53.0,12.0,3.0
56.0,0.0,77.0,0.0,16.0,0.0,22.0,62.0,40.0,3.0
56.0,3.0,98.0,0.0,44.0,-9.0,42.0,54.0,12.0,3.0
56.0,0.0,95.0,0.0,46.0,28.0,40.0,49.0,10.0,3.0
58.0,-70.0,88.0,0.0,8.0,0.0,30.0,81.0,50.0,2.0
56.0,4.0,99.0,0.0,50.0,5.0,43.0,49.0,6.0,3.0
55.0,0.0,77.0,0.0,18.0,-8.0,22.0,59.0,38.0,3.0
55.0,0.0,82.0,0.0,-32.0,16.0,26.0,115.0,90.0,3.0
55.0,-1.0,98.0,-4.0,46.0,0.0,42.0,51.0,8.0,3.0
55.0,-1.0,77.0,0.0,10.0,-2.0,22.0,67.0,46.0,3.0
57.0,12.0,75.0,11.0,-4.0,-11.0,18.0,80.0,62.0,3.0
55.0,0.0,77.0,0.0,-20.0,-22.0,21.0,97.0,76.0,3.0
56.0,-3.0,99.0,0.0,50.0,0.0,43.0,49.0,6.0,3.0
55.0,0.0,96.0,-5.0,50.0,0.0,41.0,47.0,6.0,3.0
56.0,0.0,79.0,-1.0,26.0,-2.0,23.0,53.0,30.0,3.0
56.0,0.0,78.0,2.0,24.0,0.0,22.0,55.0,32.0,3.0
56.0,0.0,76.0,0.0,-6.0,3.0,20.0,84.0,64.0,3.0
55.0,0.0,79.0,0.0,10.0,-26.0,23.0,68.0,46.0,3.0
55.0,0.0,78.0,-2.0,0.0,-6.0,23.0,78.0,56.0,3.0
55.0,0.0,96.0,0.0,46.0,-27.0,41.0,50.0,8.0,3.0
55.0,0.0,95.0,-5.0,44.0,0.0,40.0,51.0,12.0,3.0
55.0,0.0,95.0,0.0,46.0,26.0,40.0,49.0,8.0,3.0
56.0,0.0,95.0,0.0,46.0,-6.0,40.0,49.0,10.0,3.0
55.0,0.0,78.0,-1.0,6.0,-5.0,23.0,73.0,50.0,3.0
55.0,0.0,79.0,-1.0,20.0,-14.0,24.0,59.0,34.0,3.0
54.0,-14.0,77.0,0.0,-2.0,0.0,23.0,79.0,56.0,3.0
55.0,0.0,77.0,0.0,20.0,18.0,22.0,57.0,34.0,3.0
55.0,0.0,96.0,0.0,50.0,-25.0,41.0,47.0,6.0,3.0
55.0,0.0,78.0,0.0,44.0,-11.0,23.0,34.0,12.0,3.0
55.0,0.0,77.0,0.0,10.0,6.0,21.0,66.0,46.0,3.0
55.0,0.0,78.0,0.0,10.0,-1.0,23.0,68.0,46.0,3.0
55.0,0.0,95.0,-1.0,36.0,-8.0,39.0,59.0,20.0,3.0
55.0,0.0,79.0,0.0,10.0,-22.0,23.0,68.0,46.0,3.0
55.0,0.0,79.0,0.0,10.0,-3.0,23.0,68.0,46.0,3.0
56.0,0.0,97.0,0.0,52.0,10.0,41.0,45.0,4.0,3.0
55.0,0.0,95.0,0.0,50.0,-21.0,40.0,46.0,6.0,3.0
55.0,0.0,79.0,0.0,18.0,-29.0,23.0,61.0,38.0,3.0
56.0,0.0,78.0,0.0,6.0,-12.0,22.0,73.0,50.0,3.0
56.0,0.0,79.0,0.0,6.0,-2.0,23.0,74.0,50.0,3.0
55.0,0.0,77.0,0.0,-10.0,10.0,21.0,87.0,66.0,3.0
55.0,0.0,98.0,0.0,46.0,-5.0,42.0,51.0,8.0,3.0
56.0,0.0,79.0,0.0,12.0,11.0,23.0,66.0,42.0,3.0
56.0,-4.0,76.0,7.0,0.0,0.0,20.0,76.0,56.0,3.0
56.0,1.0,98.0,0.0,44.0,0.0,42.0,54.0,12.0,3.0
56.0,0.0,78.0,0.0,10.0,16.0,22.0,68.0,46.0,3.0
56.0,0.0,76.0,0.0,-4.0,0.0,20.0,81.0,62.0,3.0
56.0,0.0,96.0,5.0,42.0,-22.0,40.0,55.0,14.0,3.0
56.0,4.0,92.0,0.0,52.0,0.0,36.0,40.0,4.0,3.0
55.0,0.0,97.0,4.0,52.0,0.0,41.0,45.0,4.0,3.0
56.0,1.0,98.0,0.0,44.0,-1.0,42.0,54.0,12.0,3.0
55.0,1.0,95.0,0.0,50.0,0.0,40.0,46.0,6.0,3.0
56.0,0.0,77.0,0.0,24.0,13.0,22.0,54.0,32.0,3.0
55.0,0.0,77.0,0.0,-22.0,-13.0,21.0,100.0,78.0,3.0
56.0,0.0,95.0,0.0,46.0,13.0,40.0,49.0,10.0,3.0
55.0,0.0,77.0,0.0,20.0,-2.0,22.0,57.0,34.0,3.0
56.0,0.0,92.0,0.0,46.0,-5.0,36.0,46.0,10.0,3.0
55.0,0.0,82.0,0.0,-22.0,-6.0,26.0,105.0,78.0,3.0
56.0,3.0,97.0,0.0,52.0,0.0,40.0,45.0,4.0,3.0
56.0,0.0,96.0,-3.0,52.0,-3.0,40.0,44.0,4.0,3.0
55.0,0.0,77.0,0.0,-30.0,-15.0,22.0,108.0,86.0,3.0
56.0,2.0,81.0,4.0,-4.0,0.0,25.0,86.0,62.0,3.0
55.0,-2.0,80.0,-3.0,-6.0,-14.0,25.0,88.0,64.0,3.0
55.0,0.0,97.0,6.0,52.0,0.0,41.0,45.0,4.0,3.0
56.0,0.0,77.0,0.0,18.0,22.0,22.0,59.0,38.0,3.0
55.0,0.0,76.0,-1.0,-12.0,-8.0,21.0,89.0,68.0,3.0
56.0,0.0,95.0,-3.0,44.0,0.0,40.0,51.0,12.0,3.0
55.0,0.0,93.0,-1.0,16.0,-30.0,38.0,78.0,40.0,3.0
55.0,0.0,79.0,0.0,6.0,6.0,23.0,74.0,50.0,3.0
56.0,0.0,80.0,6.0,-22.0,1.0,24.0,103.0,80.0,3.0
55.0,0.0,92.0,0.0,46.0,-3.0,37.0,46.0,8.0,3.0
56.0,4.0,97.0,0.0,50.0,4.0,41.0,48.0,8.0,3.0
55.0,0.0,77.0,0.0,-28.0,-12.0,21.0,105.0,84.0,3.0
55.0,0.0,92.0,0.0,30.0,-29.0,37.0,61.0,24.0,3.0
56.0,0.0,77.0,0.0,-20.0,29.0,21.0,97.0,76.0,3.0
56.0,0.0,92.0,0.0,46.0,-6.0,36.0,46.0,10.0,3.0
56.0,0.0,78.0,4.0,12.0,0.0,22.0,65.0,42.0,3.0
56.0,0.0,81.0,-2.0,-12.0,-6.0,25.0,94.0,68.0,3.0
55.0,0.0,93.0,0.0,46.0,-8.0,37.0,46.0,8.0,3.0
56.0,0.0,97.0,-1.0,50.0,31.0,41.0,48.0,6.0,3.0
56.0,0.0,95.0,0.0,52.0,-4.0,40.0,44.0,4.0,3.0
56.0,0.0,77.0,0.0,0.0,5.0,21.0,77.0,56.0,3.0
56.0,0.0,76.0,-2.0,-4.0,0.0,20.0,81.0,62.0,3.0
56.0,0.0,97.0,0.0,50.0,-16.0,41.0,48.0,6.0,3.0
55.0,0.0,80.0,0.0,-4.0,3.0,25.0,85.0,60.0,3.0
55.0,-1.0,99.0,0.0,50.0,11.0,43.0,49.0,6.0,3.0
123.0,4903.0,104.0,-3.0,36.0,-6.0,-18.0,68.0,86.0,4.0
56.0,0.0,79.0,2.0,12.0,-9.0,23.0,66.0,42.0,3.0
55.0,0.0,93.0,0.0,38.0,-11.0,37.0,54.0,16.0,3.0
55.0,0.0,81.0,0.0,-4.0,4.0,25.0,86.0,60.0,3.0
55.0,0.0,78.0,0.0,18.0,16.0,23.0,60.0,38.0,3.0
56.0,0.0,95.0,0.0,50.0,11.0,40.0,46.0,6.0,3.0
56.0,3.0,98.0,0.0,50.0,-30.0,42.0,49.0,6.0,3.0
55.0,0.0,81.0,0.0,-6.0,-3.0,25.0,88.0,64.0,3.0
70.0,57.0,82.0,0.0,-42.0,-4.0,12.0,126.0,114.0,1.0
55.0,0.0,77.0,0.0,42.0,-18.0,22.0,36.0,14.0,3.0
55.0,0.0,92.0,0.0,28.0,15.0,36.0,63.0,28.0,3.0
55.0,0.0,96.0,0.0,46.0,-16.0,41.0,50.0,8.0,3.0
55.0,0.0,77.0,0.0,38.0,-8.0,22.0,39.0,16.0,3.0
56.0,0.0,80.0,-3.0,6.0,7.0,24.0,75.0,50.0,3.0
56.0,1.0,98.0,0.0,42.0,17.0,42.0,57.0,14.0,3.0
56.0,0.0,97.0,2.0,52.0,-8.0,41.0,45.0,4.0,3.0
56.0,0.0,97.0,0.0,52.0,-1.0,41.0,45.0,4.0,3.0
56.0,1.0,77.0,0.0,18.0,30.0,22.0,59.0,38.0,3.0
55.0,0.0,77.0,0.0,38.0,8.0,22.0,39.0,16.0,3.0
56.0,0.0,95.0,0.0,52.0,5.0,40.0,44.0,4.0,3.0
55.0,0.0,79.0,8.0,18.0,0.0,23.0,61.0,38.0,3.0
56.0,0.0,97.0,2.0,50.0,-3.0,41.0,48.0,6.0,3.0
56.0,0.0,95.0,0.0,52.0,-30.0,40.0,44.0,4.0,3.0
55.0,0.0,92.0,0.0,-4.0,8.0,36.0,97.0,60.0,3.0
55.0,0.0,93.0,0.0,46.0,-30.0,38.0,47.0,8.0,3.0
55.0,0.0,78.0,-2.0,16.0,12.0,23.0,63.0,40.0,3.0
56.0,1.0,81.0,0.0,-20.0,22.0,25.0,102.0,76.0,3.0
56.0,0.0,97.0,0.0,38.0,23.0,41.0,58.0,18.0,3.0
55.0,0.0,98.0,0.0,44.0,-8.0,42.0,54.0,12.0,3.0
55.0,0.0,98.0,0.0,46.0,-8.0,42.0,51.0,8.0,3.0
56.0,0.0,96.0,0.0,42.0,31.0,40.0,55.0,14.0,3.0
55.0,0.0,95.0,0.0,50.0,-6.0,40.0,46.0,6.0,3.0
55.0,-3.0,78.0,0.0,10.0,1.0,23.0,68.0,46.0,3.0
56.0,-3.0,76.0,13.0,0.0,0.0,19.0,76.0,56.0,3.0
55.0,0.0,92.0,0.0,-4.0,-4.0,36.0,97.0,60.0,3.0
55.0,0.0,92.0,0.0,-2.0,15.0,36.0,94.0,58.0,3.0
56.0,0.0,97.0,-3.0,46.0,-13.0,41.0,51.0,10.0,3.0
56.0,4.0,98.0,6.0,46.0,-7.0,42.0,51.0,10.0,3.0
56.0,1.0,81.0,0.0,-4.0,13.0,25.0,86.0,62.0,3.0
55.0,0.0,98.0,0.0,50.0,-15.0,42.0,49.0,6.0,3.0
56.0,0.0,77.0,0.0,-12.0,15.0,21.0,90.0,68.0,3.0
56.0,0.0,82.0,2.0,-12.0,9.0,26.0,95.0,68.0,3.0
55.0,-4.0,78.0,0.0,42.0,0.0,23.0,37.0,14.0,3.0
55.0,0.0,83.0,0.0,-30.0,-2.0,27.0,114.0,86.0,3.0
55.0,0.0,79.0,0.0,20.0,-14.0,23.0,58.0,34.0,3.0
37.0,-100.0,106.0,-2.0,34.0,-3.0,69.0,72.0,4.0,2.0
53.0,4.0,81.0,0.0,-188.0,-13839.0,27.0,269.0,242.0,3.0
56.0,0.0,97.0,0.0,50.0,-3.0,41.0,48.0,6.0,3.0
55.0,0.0,83.0,1.0,-30.0,3.0,27.0,114.0,86.0,3.0
56.0,-1.0,74.0,0.0,-4.0,-13.0,18.0,79.0,62.0,3.0
56.0,0.0,81.0,0.0,2.0,13.0,25.0,78.0,54.0,3.0
56.0,5.0,97.0,4.0,52.0,0.0,40.0,45.0,4.0,3.0
55.0,0.0,97.0,0.0,46.0,-3.0,42.0,51.0,8.0,3.0
55.0,0.0,95.0,0.0,36.0,10.0,40.0,59.0,20.0,3.0
