A,B,C,D,E,F,G,H,I,class_label
106,2,107,1,70,0,1,37,36,4
37,0,78,0,18,31,41,60,18,0
50,0,88,0,50,0,37,39,2,0
37,0,79,-7,18,0,43,61,18,0
44,0,88,2,42,-10,44,46,2,0
49,0,84,0,50,21,35,35,0,0
47,2,86,0,46,0,39,39,0,0
37,-1,76,-5,28,-11,39,47,8,0
55,0,78,0,8,-27,23,70,48,3
43,0,81,3,42,-8,37,39,2,0
53,-1,81,0,54,8,28,26,0,0
41,0,80,0,38,-9,39,41,2,0
37,1,90,0,28,4,53,62,8,0
76,0,81,0,-42,-2,5,125,120,4
37,0,103,-6,28,0,66,75,8,0
66,1,109,0,64,-1,43,45,2,0
45,2,80,0,44,-1,35,36,2,0
41,4,78,0,38,0,37,39,2,0
42,1,77,-4,42,0,34,35,2,0
37,0,81,0,-4,-22,44,86,42,0
44,0,79,0,44,2,36,35,0,0
85,-2,89,0,2,0,4,86,82,4
49,2,90,1,50,27,42,41,0,0
37,0,77,1,20,0,41,57,16,0
37,0,78,0,0,25,41,78,36,0
41,1,83,0,42,5,42,42,0,0
37,0,104,0,20,3,67,84,16,0
48,-1,77,0,46,-9,28,30,2,0
56,0,92,0,50,7,36,43,6,3
37,0,82,0,38,24,45,43,0,0
38,-1,79,6,38,0,41,41,0,0
55,-1,86,0,54,0,30,32,2,0
51,-1,86,0,52,0,35,34,0,0
39,0,76,0,38,-1,37,37,0,0
45,-3,85,-1,44,0,41,41,0,0
45,0,83,0,44,-2,37,39,2,0
42,0,85,-2,42,-2,43,44,0,0
37,-3,79,3,36,0,42,43,0,0
43,5,88,-2,42,0,45,47,2,0
44,-5,100,0,42,-30,56,59,2,0
44,5,83,0,44,10,39,39,0,0
49,0,89,0,46,-19,40,42,2,0
37,0,80,0,26,8,43,54,12,0
40,-5,88,0,38,0,48,49,2,0
49,2,85,0,46,-4,36,39,2,0
53,0,102,0,52,-30,49,51,2,0
37,0,76,0,28,-19,40,48,8,0
37,0,78,0,16,-18,41,63,22,0
36,-1,82,0,36,0,46,46,0,0
105,-2,106,0,72,4,1,34,32,4
56,0,98,0,44,-19,42,54,12,3
45,0,76,0,46,12,30,29,0,0
55,0,95,-2,54,-2,40,41,2,0
50,1,88,0,50,0,38,39,2,0
45,0,85,1,46,5,40,39,0,0
56,-1,83,0,56,0,26,26,0,0
77,6,81,0,-42,-22,4,125,122,4
37,5,81,1,36,0,43,44,2,0
79,0,84,5,-38,0,4,123,118,4
52,0,86,-4,52,0,34,35,0,0
46,0,76,0,44,-28,30,32,2,0
56,-1,97,0,54,1,41,42,2,0
55,0,86,-1,54,-7,31,32,2,0
38,1,76,0,38,5,38,37,0,0
56,0,76,0,-6,5,20,84,64,3
56,0,97,0,44,-7,41,53,12,3
38,2,90,0,38,15,52,51,0,0
43,-1,76,0,42,-14,32,34,2,0
44,0,82,0,44,11,38,38,0,0
53,0,86,1,52,-2,33,35,2,0
37,0,95,0,16,6,58,79,22,0
66,0,112,-1,68,8,46,45,0,0
41,4,76,0,42,6,35,35,0,0
53,0,86,0,52,-13,33,35,2,0
43,0,83,0,42,-9,40,42,2,0
37,0,75,-1,24,-2,38,52,14,0
41,0,79,0,38,0,39,41,2,0
37,0,96,0,30,5,59,65,6,0
37,0,78,0,18,11,42,60,18,0
37,0,94,0,12,-8,57,81,24,0
56,0,78,0,44,5,22,34,12,3
42,0,77,-1,42,0,35,36,0,0
53,0,85,0,54,3,32,31,0,0
41,0,77,0,38,-7,37,39,2,0
53,3,80,0,52,0,27,28,2,0
41,3,78,0,42,8,37,37,0,0
37,0,80,-4,24,0,43,57,14,0
55,0,97,-7,50,-1,41,48,6,3
53,0,77,0,54,6,23,23,0,0
56,3,98,0,44,-23,42,54,12,3
37,0,76,0,36,26,40,40,0,0
47,-5,79,2,46,0,32,32,0,0
46,4,82,0,46,13,36,35,0,0
55,0,95,0,46,-10,40,49,8,3
45,-2,79,0,46,19,33,32,0,0
66,1,112,-6,68,7,46,45,0,0
56,1,79,0,54,-13,23,24,2,0
45,0,82,0,44,-22,37,38,2,0
54,4,81,0,54,0,27,27,0,0
37,0,94,-3,12,0,57,81,24,0
43,0,95,-3,44,27,52,51,0,0
37,0,77,0,34,20,40,43,2,0
37,0,80,5,34,0,43,46,2,0
51,0,86,0,52,10,35,35,0,0
37,0,77,0,34,-21,40,43,4,0
37,0,76,0,30,9,40,45,6,0
51,-1,87,0,52,2,36,35,0,0
82,-2,86,-1,-4,-8,3,91,88,4
43,-1,82,0,42,-11,39,41,2,0
62,-1,110,2,62,0,48,48,0,0
37,0,78,0,-2,26,42,81,40,0
81,-2,84,0,-20,29,4,105,102,4
56,0,83,0,54,-17,27,29,2,0
45,-1,80,0,44,0,35,36,0,0
37,0,78,0,-4,-10,42,83,42,0
37,0,78,-1,12,0,41,65,24,0
41,0,77,0,42,14,36,35,0,0
51,2,84,0,52,5,33,32,0,0
42,-2,77,0,42,0,34,35,2,0
37,0,108,-5,34,0,71,74,4,0
37,0,106,17,28,0,69,78,8,0
37,0,78,0,2,-27,42,75,34,0
37,0,80,0,20,0,43,59,16,0
42,1,78,0,42,0,37,37,0,0
81,-5,86,0,-22,0,4,109,104,4
38,0,92,0,24,17,54,69,14,0
102,0,103,0,70,-24,1,33,32,4
43,1,86,-2,42,0,43,45,2,0
50,4,81,0,50,0,31,32,2,0
53,3,91,0,52,-6,38,39,2,0
37,0,76,0,38,22,38,37,0,0
37,0,75,-2,28,-3,38,46,8,0
46,0,79,0,46,13,33,32,0,0
37,0,80,0,36,-13,43,44,2,0
37,0,80,0,20,-6,43,59,16,0
53,-5,90,0,52,-30,37,39,2,0
56,0,95,-3,44,0,39,51,12,3
56,-4,99,0,46,-1,43,52,10,3
81,0,86,0,-40,6,4,127,122,4
55,0,78,-1,42,-1,23,37,14,3
51,-2,77,0,50,-13,26,28,2,0
49,0,95,0,50,12,46,46,0,0
37,0,78,0,10,-6,42,68,26,0
46,5,79,0,46,10,33,32,0,0
53,1,78,0,52,-3,25,26,2,0
68,0,111,-2,68,0,44,44,0,0
56,0,76,0,-4,797,20,81,62,3
56,0,78,0,26,-1,22,52,30,3
39,1,86,7,38,0,46,47,0,0
37,0,77,7,30,0,41,46,6,0
41,0,83,1,42,31,42,41,0,0
45,0,81,0,46,29,35,34,0,0
55,0,77,0,16,-15,22,62,40,3
37,0,77,2,30,10,41,46,6,0
51,4,83,-2,50,-3,32,33,2,0
45,0,82,-19,44,0,37,38,0,0
56,0,80,0,56,2,24,23,0,0
55,0,95,0,36,-6,39,59,20,3
37,-3,75,0,36,-17,37,39,2,0
46,1,102,0,46,3,57,56,0,0
37,-4,106,0,36,0,69,69,0,0
55,-1,80,0,-4,4,25,85,60,3
37,0,76,0,20,-5,39,55,16,0
41,0,79,8,38,0,38,40,2,0
43,0,85,-4,42,-1,42,44,2,0
37,0,78,0,-2,12,41,81,40,0
56,0,97,2,50,0,41,48,6,3
37,5,77,0,28,0,40,48,8,0
44,-2,84,0,44,3,40,40,0,0
53,0,88,0,54,0,35,34,0,0
80,0,84,-3,-20,0,4,105,100,4
41,0,76,0,38,-26,35,37,2,0
56,3,97,-2,52,-11,41,46,4,3
46,0,81,0,46,10,35,34,0,0
43,-1,79,0,42,-23,35,37,2,0
39,0,76,3,38,0,37,37,0,0
39,0,81,4,38,0,42,43,0,0
43,-1,96,-1,42,34,53,55,2,0
46,0,82,1,44,-24,36,38,2,0
51,0,79,0,50,0,28,30,2,0
46,0,82,1,46,4,36,35,0,0
55,0,96,8,52,-1,41,44,4,3
37,0,96,2,24,0,59,73,14,0
54,2,85,0,54,0,31,31,0,0
55,0,92,0,-4,-20,36,97,60,3
43,0,85,3,44,9,42,41,0,0
49,0,88,-1,50,22,39,39,0,0
57,2,87,0,56,0,30,30,0,0
37,0,76,0,24,16,39,52,14,0
37,0,76,0,36,-3,38,39,2,0
45,0,87,-4,44,0,42,43,2,0
37,0,81,4,24,0,44,58,14,0
55,0,81,-1,-14,6,26,97,70,3
84,0,88,0,-2,-17,3,90,88,4
38,0,92,0,20,7,54,71,18,0
49,-1,84,0,50,2,35,35,0,0
52,0,87,8,52,0,35,35,0,0
45,2,107,0,44,0,62,63,0,0
55,-1,97,-1,46,-7,42,51,8,3
49,0,106,0,46,-4,58,60,2,0
37,0,77,0,-20,-2,41,98,58,0
41,0,82,0,42,26,41,41,0,0
53,0,82,0,52,-10,29,30,2,0
45,1,76,-7,44,0,31,32,0,0
37,0,80,-2,34,-4,43,46,2,0
47,5,78,0,46,0,31,32,0,0
56,1,81,0,-6,7,25,88,64,3
37,0,104,0,20,-14,67,83,16,0
56,4,86,0,56,4,30,30,0,0
56,0,97,0,54,13,41,43,2,0
55,0,78,0,2,6,23,75,52,3
55,-1,95,0,50,10,40,46,6,3
55,-5,97,0,46,0,41,50,8,3
53,5,81,0,54,1,27,26,0,0
37,0,84,0,28,-19,47,55,8,0
55,0,77,0,42,21,22,36,14,3
47,0,88,7,46,0,41,42,0,0
44,0,77,6,44,18,34,34,0,0
37,0,103,0,18,-8,66,85,18,0
52,-4,86,0,52,0,35,35,0,0
42,0,86,0,42,-1,44,45,2,0
53,0,77,0,52,-2,25,26,2,0
44,0,88,0,44,14,44,44,0,0
38,-2,78,0,-2,0,40,81,40,0
42,-3,76,-1,42,0,34,35,2,0
38,1,77,0,36,-25,39,41,2,0
56,2,77,0,16,0,22,62,40,3
41,4,76,0,38,-27,35,37,2,0
55,0,77,0,20,17,22,57,34,3
37,0,79,0,24,-12,42,55,14,0
55,0,79,0,16,11,23,63,40,3
56,5,95,0,50,13,39,46,8,3
41,-1,81,0,38,-12,41,43,2,0
56,3,85,0,54,-12,29,31,2,0
37,0,77,0,10,19,40,66,26,0
37,0,79,0,34,-3,43,46,2,0
53,4,79,0,54,8,25,24,0,0
44,0,83,0,42,-11,40,42,2,0
56,0,77,0,0,7,21,77,56,3
37,0,104,0,24,-12,66,80,14,0
45,0,80,0,44,-10,35,36,2,0
37,0,83,0,-2,-11,46,85,40,0
45,-4,79,3,44,0,34,35,2,0
55,0,79,0,20,11,23,58,34,3
37,0,80,0,16,0,43,65,22,0
45,4,85,0,44,0,41,41,0,0
44,5,81,0,44,0,37,37,0,0
43,0,75,0,42,-5,32,34,2,0
47,0,84,4,46,0,38,38,0,0
78,1,82,2,-42,0,4,126,122,4
44,0,80,0,44,10,36,36,0,0
56,0,95,0,46,-24,40,49,10,3
49,-1,79,0,46,-11,31,33,2,0
37,-1,81,6,-2,0,44,83,40,0
42,0,78,8,42,0,36,37,2,0
56,0,86,0,54,-29,31,32,2,0
45,0,85,6,44,-11,40,41,2,0
37,-2,80,0,38,18,43,41,0,0
42,0,77,0,42,-1,35,36,0,0
49,0,88,2,46,-20,39,41,2,0
37,0,107,0,28,-7,70,78,8,0
56,0,96,2,42,4,40,55,14,3
82,0,86,0,-40,4,4,128,124,4
37,0,79,8,10,0,42,69,26,0
46,1,83,0,44,-18,37,39,2,0
37,2,80,0,34,3,43,46,4,0
43,0,76,0,44,23,32,32,0,0
41,-4,75,0,42,0,34,34,0,0
51,-3,84,6,52,0,33,33,0,0
55,0,77,1,-28,21,22,106,84,3
41,0,79,0,42,8,39,38,0,0
56,0,77,0,16,-29,22,62,40,3
43,0,80,-5,42,0,37,39,2,0
51,-5,83,0,50,-8,32,34,2,0
41,0,81,-2,42,31,40,39,0,0
49,2,87,0,46,-5,38,41,2,0
49,0,83,0,50,16,34,33,0,0
55,0,96,0,46,13,41,50,8,3
53,1,82,0,54,12,29,28,0,0
41,2,81,0,42,5,39,39,0,0
81,0,84,-7,-14,0,3,99,96,4
38,0,79,7,38,3,42,41,0,0
55,-2,80,-2,-4,19,25,85,60,3
53,-5,87,0,54,0,34,33,0,0
56,0,81,0,54,0,25,26,2,0
37,0,81,0,36,-1,43,44,2,0
41,4,77,0,38,0,37,39,2,0
55,-4,87,0,54,-5,32,33,2,0
55,0,95,-7,38,1,39,56,16,3
56,0,108,1,56,21,52,51,0,0
44,0,82,0,42,-28,38,41,2,0
51,0,85,6,50,-2,34,36,2,0
52,0,86,-1,52,-9,33,34,0,0
55,-1,94,0,50,0,39,45,6,3
56,0,77,0,24,12,22,54,32,3
37,0,77,0,-20,3,41,98,58,0
46,-5,86,0,46,0,41,40,0,0
37,0,75,0,18,-9,38,57,18,0
53,1,77,0,52,-19,23,25,2,0
47,-5,90,0,46,0,44,44,0,0
37,0,79,0,18,11,42,61,18,0
55,0,77,0,38,-10,22,39,16,3
44,3,86,1,44,15,43,42,0,0
102,0,103,0,72,16,1,31,30,4
56,-4,92,0,56,0,35,35,0,0
37,0,79,2,28,0,42,50,8,0
46,0,81,1,44,-25,35,37,2,0
43,0,86,4,42,-3,42,44,2,0
37,0,77,-1,34,2,40,43,4,0
37,0,80,0,8,-10,43,72,30,0
58,-1,87,0,56,0,29,30,2,0
41,0,79,0,38,-6,39,41,2,0
56,0,97,-7,46,0,41,51,10,3
57,0,90,4,56,0,34,33,0,0
51,0,82,6,52,3,31,30,0,0
104,2,106,3,72,2,1,33,32,4
48,-2,87,0,46,-2,39,41,2,0
41,0,84,0,38,-14,44,46,2,0
48,-1,80,0,46,0,32,34,2,0
55,0,93,0,52,-2,38,42,4,3
49,0,106,-6,46,-9,57,59,2,0
39,1,78,-6,38,0,39,39,0,0
37,0,93,2,12,0,56,81,24,0
56,1,87,4,56,19,31,30,0,0
46,0,77,0,46,13,32,31,0,0
47,0,76,4,46,0,28,29,0,0
38,4,80,0,38,0,42,41,0,0
38,3,102,0,38,23,64,63,0,0
55,-2,77,0,54,0,22,23,0,0
37,0,83,-1,6,0,46,77,32,0
41,-1,100,1,42,0,59,59,0,0
41,-3,82,0,38,-25,41,43,2,0
43,-1,79,0,44,21,35,35,0,0
41,-1,76,0,42,8,35,35,0,0
56,0,79,0,54,-30,23,24,2,0
85,0,88,-9,0,0,3,88,84,4
41,0,79,-3,38,-10,38,40,2,0
55,0,93,0,12,-28,38,81,42,3
56,2,86,0,56,2,30,30,0,0
55,0,79,0,26,9,23,53,30,3
56,0,95,0,46,27,40,49,10,3
41,0,84,1,38,-4,43,45,2,0
55,2,72,5,0,0,16,72,56,3
49,-3,86,0,50,0,37,37,0,0
39,-2,76,-3,38,-5,36,37,0,0
55,0,77,7,28,-9,22,49,28,3
37,0,79,0,26,-10,42,53,12,0
46,2,87,2,46,9,41,41,0,0
53,0,90,0,54,0,37,36,0,0
53,0,86,0,52,-27,33,34,2,0
46,3,81,0,46,14,35,34,0,0
55,0,77,-1,28,-14,21,48,28,3
82,0,86,0,-40,13,4,128,124,4
51,0,78,0,50,-14,27,29,2,0
71,-9,76,-11,-40,5,4,117,112,4
39,0,97,-1,38,0,58,58,0,0
41,5,76,0,38,-21,34,37,2,0
37,0,95,0,26,-6,58,70,12,0
37,0,90,0,38,27,52,51,0,0
37,0,105,0,18,21,68,87,18,0
37,0,79,0,8,-11,42,71,28,0
56,0,95,0,44,-23,40,51,12,3
37,5,82,0,36,0,45,46,2,0
51,0,79,0,52,11,27,27,0,0
45,-5,100,0,44,0,55,56,2,0
41,-3,79,0,42,0,38,38,0,0
37,0,76,6,24,-16,39,52,14,0
55,0,83,0,-30,-6,27,114,86,3
44,1,81,3,44,18,37,37,0,0
102,0,103,5,70,-1,1,33,32,4
55,0,92,0,-4,15,36,97,60,3
37,0,106,0,34,-19,69,72,4,0
55,0,82,-1,-32,-9,26,115,90,3
37,0,78,0,8,-30,42,70,28,0
44,0,77,7,42,-15,34,36,2,0
55,0,79,0,10,9,23,68,46,3
49,0,110,-7,46,-6,61,64,2,0
56,0,79,0,8,9,24,72,48,3
37,0,80,0,16,11,43,65,22,0
105,3,106,1,72,31,1,33,32,4
43,2,79,2,42,0,36,37,2,0
45,0,80,4,44,0,35,36,2,0
42,1,79,0,42,0,37,38,2,0
37,0,101,0,28,0,64,73,8,0
37,0,79,0,16,22,42,63,22,0
56,-1,96,-2,56,0,40,39,0,0
57,0,83,0,56,0,25,26,0,0
45,3,93,0,44,-4,48,50,2,0
55,0,97,0,46,27,41,50,8,3
37,4,79,0,18,-6,41,61,20,0
58,1,86,0,56,0,27,29,2,0
49,2,81,0,50,1,31,32,0,0
42,-5,85,-3,42,-3,44,44,0,0
56,0,81,0,-18,-2,25,99,74,3
46,0,84,0,46,0,39,38,0,0
46,-1,78,0,46,1,32,32,0,0
43,-1,77,0,44,23,34,34,0,0
38,-1,81,0,38,0,43,43,0,0
41,-4,106,0,42,0,64,64,0,0
42,0,87,-2,42,-3,45,46,0,0
37,0,106,-3,36,0,69,69,0,0
40,-1,81,0,38,0,41,42,2,0
55,0,95,-4,36,-16,39,59,20,3
45,-2,100,0,44,0,55,56,0,0
37,0,81,0,30,4,44,50,6,0
43,0,76,0,44,25,32,32,0,0
51,4,85,0,50,-11,34,36,2,0
45,4,87,-1,44,0,42,43,2,0
85,0,88,4,6,2,3,83,80,4
41,1,76,0,38,-23,35,37,2,0
44,0,89,0,44,0,45,45,0,0
37,0,78,-4,20,0,42,57,16,0
41,-2,81,0,38,-14,41,43,2,0
47,4,77,0,46,0,29,30,0,0
53,1,86,0,54,20,33,32,0,0
56,0,86,0,54,-22,30,32,2,0
37,0,77,0,36,13,40,41,0,0
55,0,92,0,8,-26,37,84,48,3
55,0,96,0,46,-2,41,50,8,3
50,0,88,-6,50,0,38,39,0,0
42,0,75,0,42,-1,33,34,0,0
37,1,93,0,10,-1,56,83,28,0
55,0,108,-6,54,0,52,53,0,0
50,0,106,3,50,0,56,57,0,0
43,0,84,-1,44,23,41,41,0,0
52,-1,81,0,52,0,29,29,0,0
101,0,102,0,72,10,1,30,28,4
49,-4,83,0,50,4,34,33,0,0
37,0,78,0,10,12,41,68,26,0
66,0,113,0,64,-19,47,48,2,0
37,0,105,0,16,-22,68,89,22,0
54,2,83,0,54,0,29,29,0,0
46,3,87,1,46,0,41,41,0,0
37,0,95,1,8,-1,58,87,30,0
56,-3,83,0,56,0,26,26,0,0
54,3,83,-3,54,0,29,29,0,0
49,0,81,0,50,15,32,32,0,0
49,3,102,0,50,2,53,53,0,0
37,0,99,0,30,18,61,68,6,0
53,1,81,-7,54,1,27,26,0,0
46,0,87,-6,46,0,41,41,0,0
37,0,106,0,26,-4,69,80,12,0
37,0,91,0,8,-11,53,83,30,0
45,-5,81,0,44,-22,36,37,2,0
55,-4,80,0,-2,0,25,83,58,3
44,-1,77,0,44,2,34,34,0,0
37,0,75,0,30,-5,38,44,6,0
79,0,83,0,-32,9,4,117,112,4
56,2,86,1,56,0,30,30,0,0
37,0,79,0,24,0,43,56,14,0
37,0,98,-7,30,1,61,67,6,0
55,1,73,-6,-4,-25,18,78,60,3
56,0,77,0,46,11,22,31,10,3
45,0,80,0,44,0,35,36,2,0
56,0,85,0,54,-10,29,31,2,0
41,0,79,0,42,15,38,37,0,0
56,5,95,0,46,-12,40,49,10,3
47,0,86,0,46,0,39,40,0,0
56,4,99,0,50,14,43,49,6,3
51,0,83,0,52,10,32,31,0,0
42,1,82,0,42,0,40,41,0,0
58,0,85,6,56,0,28,28,0,0
56,0,79,1,12,-7,23,66,42,3
51,0,81,-3,52,8,30,30,0,0
56,0,77,0,-4,0,21,82,62,3
43,2,81,0,42,0,37,39,2,0
55,0,95,0,54,25,40,41,2,0
56,0,96,0,44,7,40,52,12,3
43,0,76,0,44,20,32,32,0,0
84,1,88,3,0,0,3,88,84,4
56,0,91,0,56,21,35,34,0,0
55,0,95,-3,54,-5,40,41,2,0
45,0,78,-3,44,0,33,34,2,0
48,0,88,4,46,0,39,41,2,0
45,0,81,-2,44,-5,36,37,2,0
53,4,84,0,54,3,30,30,0,0
45,0,78,0,46,8,33,32,0,0
56,0,86,0,54,-4,30,32,2,0
40,6,93,0,38,0,53,55,2,0
47,0,77,-2,46,-4,31,31,0,0
37,0,76,8,34,0,39,43,4,0
46,4,81,0,46,13,35,34,0,0
55,0,79,0,54,-9,24,25,2,0
48,-5,88,0,46,-1,40,42,2,0
53,0,86,0,52,-20,33,35,2,0
41,0,76,0,42,13,35,35,0,0
43,4,88,0,42,0,45,46,2,0
51,-1,90,0,52,3,38,38,0,0
45,0,90,0,44,0,45,46,0,0
38,0,93,8,28,13,55,64,10,0
49,0,86,0,50,224,37,37,0,0
37,0,75,-1,28,30,38,46,8,0
46,-2,90,0,46,4,44,44,0,0
56,4,95,0,46,0,39,49,10,3
55,0,77,0,2,-30,22,75,52,3
83,0,86,0,-4,-3,3,92,88,4
81,0,84,0,-12,16,3,97,94,4
44,0,87,-7,42,-13,43,46,2,0
37,0,103,0,26,15,66,77,12,0
37,0,80,1,38,28,43,41,0,0
56,0,78,0,10,7,22,68,46,3
55,6,74,-10,-2,6,19,77,58,3
81,0,85,0,-24,-4,4,111,108,4
52,0,78,0,52,0,26,26,0,0
43,-1,87,0,42,-16,44,46,2,0
37,0,77,7,-18,-2,41,96,54,0
46,4,83,0,44,-28,37,39,2,0
54,2,80,0,54,0,26,26,0,0
55,1,77,0,28,0,22,48,26,3
37,0,77,0,30,-6,40,46,6,0
37,0,94,0,12,-16,57,81,24,0
44,2,81,4,42,-13,37,39,2,0
44,1,84,0,44,12,40,40,0,0
37,0,80,0,38,19,43,41,0,0
43,0,81,0,42,-7,38,40,2,0
105,-1,106,0,72,3,1,34,32,4
41,0,77,-7,42,6,36,35,0,0
41,-2,77,0,42,6,36,36,0,0
51,3,84,0,50,0,34,35,2,0
43,4,86,0,42,0,42,44,2,0
56,4,99,0,38,0,42,60,18,3
51,-1,88,-2,50,-20,37,39,2,0
56,0,77,0,24,5,22,54,32,3
41,1,79,0,42,5,38,37,0,0
80,-1,84,-6,-36,0,4,120,116,4
46,-2,76,0,44,-30,30,32,2,0
39,-2,76,0,38,0,37,37,0,0
51,0,84,0,52,4,33,33,0,0
37,0,92,0,16,9,54,76,22,0
38,0,102,0,38,4,64,63,0,0
85,0,88,-7,6,4,3,83,80,4
56,0,108,2,54,-9,52,53,2,0
38,0,109,0,36,-30,72,73,2,0
59,-1,108,-7,56,-18,49,51,2,0
55,0,79,0,24,9,24,56,32,3
48,1,79,0,46,0,31,33,2,0
43,3,78,4,42,0,35,37,2,0
38,-3,76,0,-2,0,38,79,40,0
54,4,80,0,54,0,26,26,0,0
54,4,81,-1,54,0,27,26,0,0
53,0,88,0,52,-13,35,36,2,0
56,0,77,0,-6,-11,21,85,64,3
44,-81,88,0,44,0,44,44,0,0
37,0,92,0,8,8,54,84,30,0
38,0,76,0,38,7,38,37,0,0
37,0,108,-15,28,0,71,80,8,0
47,4,90,1,46,0,42,43,0,0
37,-2,77,0,34,0,40,44,4,0
47,0,108,-1,46,0,61,62,0,0
43,0,86,0,42,-6,43,45,2,0
41,-2,100,1,42,0,59,59,0,0
46,0,84,0,44,-23,38,40,2,0
55,2,77,0,28,0,21,48,28,3
42,0,76,-1,42,-1,35,35,0,0
47,0,79,8,46,0,32,32,0,0
56,1,97,0,50,-6,41,48,6,3
37,0,104,4,24,0,66,80,14,0
55,0,80,0,-6,-27,25,88,64,3
43,-4,82,0,42,-11,39,41,2,0
55,-1,97,-2,46,-13,42,51,8,3
47,-3,81,0,46,0,34,34,0,0
37,0,77,4,8,0,41,70,28,0
37,0,75,0,28,105,38,46,8,0
37,5,79,0,36,-1,42,43,2,0
55,0,92,0,30,-7,37,61,24,3
55,0,77,0,-20,-2,21,97,76,3
49,0,107,0,50,19,58,58,0,0
56,0,79,0,16,16,23,63,40,3
41,0,80,2,42,0,39,39,0,0
48,-5,107,-1,46,-4,59,60,2,0
55,0,83,6,-32,-7,27,116,90,3
55,0,76,10,-22,0,21,99,78,3
