A,B,C,D,E,F,G,H,I,class_label
41,0,83,2,42,15,42,41,0,0
52,-4,84,0,52,-7,31,32,0,0
46,3,80,0,46,11,34,34,0,0
56,-2,98,0,52,0,42,46,4,3
41,4,78,0,38,-2,37,39,2,0
37,0,98,0,30,1,61,67,6,0
37,0,78,0,18,4,41,60,18,0
51,2,91,0,50,0,40,42,2,0
40,0,75,-6,38,0,35,36,2,0
48,-1,84,-2,46,-4,36,38,2,0
42,0,82,2,42,0,39,41,2,0
56,-1,86,0,56,0,29,29,0,0
105,-1,106,-6,70,0,1,36,34,4
37,0,106,-1,36,0,69,69,0,0
56,0,96,-1,50,-2,40,47,6,3
104,0,105,-7,72,10,1,33,32,4
46,2,77,0,46,11,32,31,0,0
45,-2,81,0,44,-19,36,37,2,0
41,0,79,-1,38,-8,39,41,2,0
43,0,88,3,42,0,45,46,2,0
56,-1,99,0,50,0,43,49,6,3
51,-4,77,0,52,0,26,25,0,0
41,0,89,0,42,20,48,48,0,0
48,-2,87,0,50,29,39,38,0,0
55,0,82,1,-12,-22,26,95,68,3
42,1,93,0,42,0,51,52,2,0
38,1,81,0,38,0,43,42,0,0
55,0,95,0,44,-18,40,51,12,3
39,-1,75,0,38,0,35,36,0,0
37,0,93,0,12,10,55,80,24,0
45,0,87,-1,44,-1,42,43,2,0
52,5,86,0,52,0,35,35,0,0
55,0,96,0,46,30,41,50,8,3
37,0,77,-2,34,-5,40,43,2,0
43,0,85,2,42,0,42,44,2,0
37,0,77,0,28,20,41,49,8,0
37,0,76,0,20,-6,40,55,16,0
37,1,77,0,36,10,40,41,0,0
37,0,104,0,26,6,66,78,12,0
50,4,83,1,50,0,32,33,2,0
56,0,81,0,-6,7,25,88,64,3
62,0,109,0,60,-11,48,50,2,0
52,4,88,2,52,0,36,36,0,0
56,0,78,0,24,-12,22,55,32,3
43,-5,108,0,42,-13,64,66,2,0
76,0,80,-2,-40,24,4,121,116,4
55,0,93,2,46,0,37,46,8,3
37,0,77,8,38,27,39,38,0,0
80,0,85,3,-40,5,5,126,122,4
57,-2,86,0,56,0,29,30,0,0
44,2,76,0,44,0,31,32,0,0
37,-2,77,8,-2,0,39,79,40,0
46,0,76,3,46,4,30,30,0,0
55,0,97,-3,42,0,42,56,14,3
51,-1,90,0,50,-11,39,41,2,0
48,0,94,0,50,29,46,45,0,0
37,0,76,0,24,10,40,53,14,0
44,0,82,0,44,3,38,38,0,0
37,0,77,0,10,-14,40,66,26,0
37,1,80,0,34,1,43,46,4,0
51,2,77,0,50,0,26,28,2,0
37,0,82,0,12,22,45,69,24,0
56,0,91,0,0,0,35,91,56,3
48,1,82,-1,46,0,34,35,2,0
40,0,86,-3,38,0,46,48,2,0
45,0,90,0,46,13,44,43,0,0
52,4,79,1,52,0,27,27,0,0
37,0,77,0,28,107,40,48,8,0
57,4,90,0,56,0,33,33,0,0
48,2,88,-1,46,0,39,41,2,0
49,0,83,0,46,-1,34,36,2,0
45,0,77,0,44,0,33,34,0,0
37,0,81,0,26,-27,44,55,10,0
53,0,86,0,54,19,33,32,0,0
42,1,79,0,42,0,38,38,0,0
51,2,84,0,50,0,33,35,2,0
37,-42,77,0,20,0,40,57,16,2
37,-3,81,0,36,-6,44,44,0,0
50,-3,106,0,50,0,57,57,0,0
55,0,95,0,38,-2,40,57,16,3
46,0,77,0,44,-30,31,33,2,0
49,2,83,0,50,2,34,34,0,0
41,2,106,-2,42,8,65,65,0,0
40,-4,81,0,38,0,41,43,2,0
55,-2,74,2,-4,-3,19,79,60,3
50,-4,86,1,50,0,37,37,0,0
49,1,87,0,50,27,38,38,0,0
37,0,105,2,20,-10,68,84,16,0
50,1,78,-4,50,0,29,29,0,0
78,-42,107,0,62,-5,29,45,16,2
37,0,95,1,20,0,58,75,16,0
55,0,79,-2,24,-5,23,55,32,3
37,0,76,0,24,5,39,53,14,0
57,0,88,5,56,0,31,31,0,0
52,2,80,4,52,0,28,28,0,0
37,0,78,-2,20,0,42,57,16,0
48,5,84,0,46,0,36,37,2,0
43,0,89,0,44,23,46,45,0,0
56,5,85,0,56,27,29,28,0,0
56,4,77,0,-24,1,21,103,82,3
44,-4,81,0,44,0,38,37,0,0
37,0,79,0,36,4,43,43,0,0
45,-3,90,0,46,8,45,44,0,0
56,0,78,0,24,-13,22,55,32,3
55,0,97,0,50,-7,41,48,6,3
37,0,80,0,10,-11,43,70,26,0
55,0,95,-1,38,27,39,56,16,3
46,2,77,0,46,11,31,30,0,0
37,0,79,-4,36,0,42,43,0,0
41,0,82,-2,38,-14,41,43,2,0
39,3,97,1,38,0,58,59,0,0
44,-1,82,3,44,0,38,38,0,0
44,0,81,-2,44,8,37,37,0,0
51,-3,88,0,52,0,36,36,0,0
39,-5,77,0,38,0,37,38,0,0
51,3,86,0,52,7,35,35,0,0
44,2,84,0,44,1,40,41,0,0
55,0,78,0,6,-3,23,73,50,3
79,0,83,0,-46,-24,4,130,126,4
51,0,77,0,52,4,26,26,0,0
47,5,90,1,46,0,42,43,0,0
51,1,86,0,50,-10,35,37,2,0
51,0,77,0,52,13,26,26,0,0
46,0,76,0,44,-27,30,32,2,0
49,0,83,0,46,-17,34,37,2,0
49,0,79,0,46,-1,30,32,2,0
37,0,83,8,34,-13,45,49,4,0
55,0,77,0,-20,-11,21,97,76,3
45,-3,76,0,46,15,30,29,0,0
49,0,79,-2,50,0,30,30,0,0
37,0,76,0,24,-8,40,53,14,0
41,-2,88,0,42,16,47,46,0,0
55,0,77,0,38,-21,22,39,16,3
41,0,77,0,42,20,37,36,0,0
63,-5,111,0,62,0,48,49,2,0
37,0,103,0,24,-3,66,80,14,0
36,-5,81,0,36,0,45,45,0,0
58,-4,86,0,56,0,29,30,0,0
58,0,86,0,56,0,28,30,2,0
41,0,106,0,42,2,65,65,0,0
56,0,95,0,44,-26,40,51,12,3
43,0,81,0,42,-10,38,40,2,0
38,1,77,0,38,17,40,39,0,0
49,0,106,-5,50,19,58,57,0,0
39,3,93,0,34,9,54,59,6,0
46,0,89,2,46,0,43,42,0,0
37,0,77,0,2,-23,40,75,34,0
37,-2,108,-4,26,0,71,82,12,0
48,-2,77,5,46,-4,28,30,2,0
60,0,84,0,60,0,24,24,0,0
46,4,81,0,46,6,35,34,0,0
59,4,84,0,56,-1,25,27,2,0
51,0,83,3,52,0,31,31,0,0
37,0,75,-7,26,-7,38,49,12,0
37,0,82,0,10,-8,45,72,26,0
37,0,77,0,6,10,40,72,32,0
59,0,86,-3,56,-16,27,29,2,0
56,0,83,0,54,-14,27,29,2,0
44,-3,83,0,44,0,38,39,0,0
56,0,81,0,-6,-20,25,88,64,3
56,0,81,0,-10,-14,25,92,66,3
51,5,86,0,52,19,35,35,0,0
41,-2,86,0,42,17,46,45,0,0
43,0,77,-1,42,-6,34,36,2,0
80,-1,84,1,-36,20,5,121,116,4
49,-1,77,5,50,3,28,28,0,0
47,0,83,1,46,0,35,36,0,0
49,-2,83,-1,46,-22,34,36,2,0
41,0,86,2,38,0,45,47,2,0
41,0,79,0,38,-20,38,40,2,0
49,1,82,0,50,16,33,33,0,0
52,-2,88,0,52,-2,36,37,0,0
43,-3,77,0,42,0,35,36,2,0
47,0,100,0,46,0,54,54,0,0
46,1,79,-1,46,0,33,32,0,0
37,2,104,0,24,2,66,80,14,0
55,0,96,-2,52,24,41,44,4,3
81,3,84,0,-14,0,3,99,96,4
37,0,77,0,34,-17,40,43,2,0
37,4,81,0,36,0,44,44,0,0
37,0,77,0,8,-5,41,70,28,0
44,0,84,0,42,-30,40,43,2,0
43,0,86,-1,44,13,42,42,0,0
37,-1,76,-2,24,-7,39,53,14,0
53,0,81,-4,54,6,28,27,0,0
49,-1,85,0,50,6,36,36,0,0
53,0,86,0,54,15,32,32,0,0
41,0,89,1,38,-6,48,50,2,0
107,4,108,-1,70,-1,1,38,36,4
62,0,109,2,60,0,48,50,2,0
49,4,84,0,46,-16,35,37,2,0
49,0,95,0,46,-24,46,48,2,0
55,0,81,-1,54,-4,25,26,2,0
46,2,81,0,46,9,35,35,0,0
37,0,76,0,36,0,38,39,2,0
55,-3,99,0,46,0,43,52,8,3
37,-4,108,-7,26,0,71,82,12,0
43,-2,97,0,42,-10,53,55,2,0
51,0,102,0,50,-3,51,53,2,0
53,1,86,0,52,-1,33,35,2,0
37,0,94,0,8,-4,57,86,30,0
48,0,102,-3,46,-9,53,55,2,0
46,0,86,4,46,0,40,39,0,0
46,2,107,-1,46,0,61,60,0,0
36,-1,76,0,36,0,39,39,0,0
37,0,103,0,26,12,66,77,12,0
55,-4,83,4,54,0,28,29,0,0
37,0,106,-5,36,-10,68,69,2,0
53,2,103,0,52,-1,50,51,2,0
38,0,76,-1,38,7,38,37,0,0
55,-4,77,0,46,0,22,31,8,3
56,-1,77,-4,24,-9,22,54,32,3
39,-3,79,-3,38,0,40,40,0,0
37,-4,107,0,36,-14,69,71,2,0
37,0,75,0,26,29,38,49,12,0
37,0,79,5,8,0,42,71,30,0
45,0,81,0,46,24,36,35,0,0
55,0,93,0,38,-5,37,54,16,3
45,0,83,0,46,10,38,37,0,0
52,5,81,-5,52,0,29,30,0,0
44,0,87,0,42,-28,43,46,2,0
37,0,108,0,36,21,71,72,0,0
48,-4,86,0,50,30,38,37,0,0
37,0,77,0,36,8,40,41,2,0
49,-5,111,0,50,3,62,62,0,0
38,-1,76,0,38,1,38,37,0,0
37,0,76,0,34,-30,39,42,4,0
55,0,77,0,-28,-19,21,105,84,3
53,1,87,0,54,20,34,33,0,0
44,4,76,0,44,12,32,32,0,0
45,-4,107,0,44,-19,62,63,2,0
55,0,77,-2,10,3,22,67,46,3
46,0,90,-1,46,-2,43,43,0,0
37,0,104,-6,20,0,67,84,16,0
46,2,80,0,46,9,34,34,0,0
37,0,78,0,0,-1,42,78,36,0
43,0,86,-4,42,0,42,44,2,0
39,0,81,-1,38,-1,43,43,0,0
54,-4,84,0,54,0,30,30,0,0
55,0,79,0,8,-5,23,71,48,3
56,0,78,0,16,22,22,63,40,3
48,1,83,-1,46,0,34,36,2,0
82,0,85,0,-2,9,3,88,84,4
44,0,83,-6,44,1,39,39,0,0
56,0,97,0,52,-2,41,45,4,3
46,5,76,0,44,-27,30,32,2,0
56,0,77,1,-4,-5,21,82,62,3
55,0,77,0,6,-28,22,72,50,3
53,0,87,6,54,19,34,33,0,0
55,0,81,0,54,-4,26,27,2,0
56,0,95,0,52,-25,39,44,4,3
55,0,77,0,12,-4,22,65,42,3
51,0,81,0,50,-9,30,32,2,0
40,0,77,0,38,0,38,39,2,0
41,-3,85,6,42,15,44,44,0,0
41,0,77,1,42,12,36,35,0,0
46,0,83,0,44,-22,37,39,2,0
58,-1,107,-4,56,0,49,50,0,0
45,5,88,0,44,0,43,44,0,0
55,0,95,-1,52,-20,40,44,4,3
50,5,95,-7,50,0,45,46,0,0
41,0,87,2,38,-17,46,48,2,0
51,-4,86,0,52,17,35,34,0,0
44,0,90,-2,44,0,45,46,0,0
47,-1,85,-6,46,-5,38,39,0,0
37,0,77,-3,-12,-1,40,90,50,0
51,0,83,0,50,-18,32,33,2,0
51,0,81,-7,52,24,30,30,0,0
45,0,76,0,46,22,31,30,0,0
55,0,81,-4,-10,0,26,92,66,3
55,0,92,-5,30,-1,36,61,24,3
52,0,78,-1,52,-2,26,26,0,0
39,0,77,-5,38,0,38,38,0,0
102,2,103,1,70,-2,1,33,32,4
37,0,81,-2,12,0,44,68,24,0
55,0,95,0,36,6,40,59,20,3
51,4,86,0,52,13,35,34,0,0
41,2,83,1,38,-3,42,44,2,0
44,3,81,0,42,-16,37,39,2,0
43,2,80,0,42,0,37,39,2,0
56,0,77,1,0,0,22,77,56,3
81,-1,85,0,-40,3,4,126,122,4
45,0,85,0,44,350,41,41,0,0
37,0,104,2,24,0,66,80,14,0
53,0,84,0,52,-6,31,32,2,0
37,0,106,-5,36,0,70,70,0,0
39,4,76,2,38,0,37,37,0,0
37,0,76,0,20,-26,40,55,16,0
37,0,93,0,12,-11,55,80,24,0
45,0,84,0,44,-6,40,41,2,0
50,-1,86,0,50,0,36,37,0,0
37,0,78,0,-4,-16,42,83,42,0
56,0,78,3,12,0,22,65,42,3
52,-2,77,0,52,0,25,25,0,0
37,0,102,-1,36,0,64,66,2,0
51,0,102,0,52,31,51,50,0,0
56,0,96,2,50,0,40,47,6,3
37,0,107,0,38,28,69,68,0,0
47,0,109,5,46,0,63,63,0,0
56,0,77,0,18,5,22,59,38,3
46,4,79,0,44,-20,33,35,2,0
48,0,88,8,46,0,40,42,2,0
37,4,107,8,28,0,69,78,8,0
49,0,95,1,50,13,47,46,0,0
37,0,99,0,30,19,61,68,6,0
52,-1,85,-2,52,0,33,33,0,0
37,-8,106,0,30,0,69,75,6,0
56,0,77,0,-6,-4,21,85,64,3
42,0,89,6,42,0,47,48,2,0
56,0,97,0,52,25,41,45,4,3
42,-6,76,0,42,0,34,35,2,0
46,0,88,1,44,-22,42,44,2,0
55,0,77,-3,12,4,21,64,42,3
39,0,81,-3,38,0,41,42,0,0
43,-2,79,0,44,10,35,35,0,0
37,0,82,0,-2,9,45,85,40,0
81,0,86,0,-22,8,4,109,104,4
55,0,77,0,12,23,21,64,42,3
55,0,93,-4,50,9,37,44,6,3
37,-4,80,0,20,0,43,59,16,0
45,0,82,-6,44,0,37,38,2,0
37,0,79,3,34,13,42,46,4,0
37,0,97,0,36,-13,60,61,2,0
56,0,77,0,10,12,22,67,46,3
37,0,74,-3,24,-3,37,51,14,0
50,2,86,0,50,0,37,37,0,0
79,0,84,4,-32,-11,4,117,112,4
80,-3,84,-8,-40,3,4,125,122,4
37,0,78,4,16,0,42,63,22,0
43,0,77,5,42,-16,34,36,2,0
51,0,87,0,50,-19,36,38,2,0
45,-1,86,0,46,4,40,39,0,0
44,4,84,0,42,-18,41,43,2,0
42,0,83,8,42,0,41,42,2,0
37,1,75,0,18,-16,38,57,18,0
55,3,77,0,26,-1,22,52,30,3
50,0,86,1,50,0,36,37,0,0
51,0,86,-4,50,-4,36,37,2,0
52,-3,86,0,52,0,35,35,0,0
56,0,96,1,44,11,40,52,12,3
107,0,108,8,70,0,1,38,36,4
37,0,104,0,18,-6,67,86,18,0
49,3,84,0,50,14,35,35,0,0
60,0,109,-2,60,0,49,49,0,0
37,0,105,8,18,0,68,87,18,0
45,0,79,0,44,-4,34,35,2,0
37,-13,80,0,34,0,43,46,2,0
56,0,86,0,56,17,31,30,0,0
41,0,89,0,42,22,48,48,0,0
44,-3,86,-7,44,0,43,42,0,0
37,0,81,1,12,0,45,68,24,0
49,-1,77,0,46,-25,28,30,2,0
44,0,81,5,44,1,37,37,0,0
45,-1,86,-3,46,-10,40,39,0,0
55,0,92,0,-2,-10,36,94,58,3
56,1,99,0,46,-1,42,52,10,3
55,-2,97,0,52,0,41,45,4,3
86,4,89,0,6,31,3,84,80,4
39,-1,107,0,38,0,68,68,0,0
37,2,99,-6,28,0,62,71,8,0
37,4,79,0,24,0,41,55,14,0
41,0,75,0,38,-24,34,36,2,0
37,-4,109,0,38,11,72,71,0,0
37,0,94,0,8,-5,57,86,30,0
56,0,95,-2,54,0,39,41,2,0
44,4,79,0,44,6,35,35,0,0
43,-2,89,0,42,-11,46,48,2,0
37,0,77,0,-6,17,41,85,44,0
37,0,83,-6,-2,20,46,85,40,0
48,-3,84,0,46,-2,36,38,2,0
37,0,77,2,28,-13,41,49,8,0
41,0,79,-4,38,0,39,41,2,0
55,0,83,1,-24,4,27,108,82,3
37,0,77,0,26,10,40,51,12,0
45,-2,77,0,44,-19,31,33,2,0
37,0,77,0,2,-12,40,74,34,0
49,2,78,0,50,2,29,29,0,0
37,0,104,0,16,-18,66,88,22,0
55,0,79,-1,24,-2,23,55,32,3
46,0,88,4,46,0,42,41,0,0
37,0,76,4,28,0,40,48,8,0
44,5,78,0,44,0,34,34,0,0
55,0,81,1,54,0,25,26,2,0
37,0,79,0,18,-13,43,61,18,0
37,0,84,0,24,-9,47,61,14,0
41,0,75,0,42,9,34,34,0,0
45,0,76,0,44,-12,31,32,2,0
56,0,77,0,-18,3,21,95,74,3
37,0,77,0,30,-24,40,46,6,0
49,5,90,0,50,2,41,41,0,0
56,0,87,0,54,-26,31,33,2,0
55,-1,85,0,54,0,31,31,0,0
37,-2,76,0,36,-22,39,40,2,0
62,-1,108,0,60,0,45,48,2,0
37,0,94,-3,16,0,57,79,22,0
52,4,82,8,52,0,30,30,0,0
56,-4,96,0,56,4,40,39,0,0
45,0,87,8,46,19,42,41,0,0
37,0,78,0,26,8,41,52,12,0
44,5,79,0,44,21,35,35,0,0
49,-2,107,0,50,8,58,58,0,0
56,0,82,0,56,10,26,25,0,0
44,0,96,6,44,0,52,52,0,0
41,0,82,-3,42,31,41,41,0,0
42,2,81,0,42,0,38,39,2,0
45,-1,81,0,46,22,36,35,0,0
55,0,83,0,-32,-30,27,116,90,3
86,4,89,0,2,-7,3,86,84,4
45,-4,79,0,44,-15,33,35,2,0
55,0,77,0,-18,16,21,95,74,3
102,0,103,1,72,28,1,31,30,4
59,-5,84,0,60,6,25,24,0,0
44,-1,77,0,44,12,34,34,0,0
44,0,83,0,44,7,39,39,0,0
46,0,78,-4,46,0,32,32,0,0
58,0,86,0,60,26,28,27,0,0
56,0,97,0,54,12,41,42,2,0
37,0,75,0,18,-7,38,57,18,0
46,3,83,0,46,9,37,36,0,0
37,1,79,0,34,12,41,45,4,0
58,3,91,2,56,0,33,34,2,0
55,3,84,0,54,0,29,30,0,0
49,0,88,0,46,-16,40,42,2,0
46,0,83,8,46,0,37,37,0,0
38,3,81,0,38,16,43,42,0,0
53,5,78,0,54,14,25,24,0,0
48,0,78,0,46,-1,30,32,2,0
43,0,75,-1,42,-9,32,34,2,0
37,0,81,0,36,-15,43,44,2,0
55,-1,98,0,46,10,42,51,8,3
46,0,80,-1,46,6,34,34,0,0
45,0,81,-1,44,-7,36,37,2,0
44,4,83,0,44,4,38,39,0,0
41,0,79,-1,38,0,39,41,2,0
44,0,91,-6,44,0,47,47,0,0
46,0,88,-4,46,16,43,42,0,0
52,5,81,0,52,1,29,29,0,0
45,0,86,0,44,-16,40,42,2,0
55,0,95,0,52,-23,40,44,4,3
53,0,77,0,52,-30,23,25,2,0
71,32,82,0,-42,-4,11,126,116,1
55,2,91,0,54,0,35,37,2,0
46,0,89,0,46,0,43,42,0,0
55,2,88,0,54,0,32,33,2,0
37,0,106,0,38,20,68,67,0,0
51,0,81,0,52,5,30,30,0,0
55,2,96,0,52,0,41,44,4,3
37,0,83,2,36,-4,45,46,2,0
79,0,83,0,-46,-14,4,130,126,4
37,0,77,8,26,4,40,51,12,0
55,0,95,0,46,24,40,49,8,3
53,-1,87,0,54,0,34,33,0,0
56,0,76,0,-14,9,20,92,72,3
45,0,86,-1,46,34,40,39,0,0
66,0,109,0,64,-17,43,45,2,0
49,0,81,0,46,-2,33,35,2,0
55,0,82,0,-20,-18,26,103,76,3
51,-2,85,0,50,-9,34,36,2,0
56,-1,97,0,46,-4,41,50,10,3
41,0,86,-6,42,1,45,44,0,0
48,4,76,0,46,0,28,30,2,0
49,0,83,0,46,-14,34,37,2,0
46,0,88,-1,46,10,43,42,0,0
45,4,79,0,44,0,34,35,2,0
45,-3,81,0,44,-5,36,37,2,0
37,0,77,6,34,0,41,44,2,0
45,-4,100,0,44,-4,54,56,2,0
51,0,91,0,50,-12,40,42,2,0
44,-1,76,0,44,3,32,32,0,0
42,0,96,0,42,0,54,55,0,0
55,0,96,1,44,2,41,52,12,3
76,0,81,-1,-40,13,5,122,118,4
55,0,76,0,-14,-13,21,92,70,3
49,0,86,0,46,-25,38,40,2,0
48,0,85,0,46,-3,37,39,2,0
37,0,74,-3,24,26,37,51,14,0
45,0,77,0,46,28,31,30,0,0
56,0,93,-1,50,0,37,44,6,3
49,0,107,0,50,10,58,58,0,0
47,3,86,3,46,0,40,40,0,0
44,0,80,-2,44,20,36,36,0,0
50,4,96,2,50,0,46,47,0,0
45,3,76,2,44,0,31,32,2,0
47,5,86,4,46,0,40,40,0,0
37,0,105,0,36,5,68,69,2,0
47,-3,79,0,46,0,31,32,0,0
41,0,87,0,38,-16,46,48,2,0
52,0,81,-3,52,0,29,30,0,0
38,0,107,1,38,0,69,68,0,0
46,3,80,-1,46,0,34,34,0,0
43,0,84,2,42,-3,41,43,2,0
43,0,78,0,42,-21,35,37,2,0
45,0,79,-2,46,25,33,32,0,0
53,6,77,0,-22,0,25,101,76,3
46,-5,81,1,46,0,35,34,0,0
56,0,92,-1,0,0,36,92,56,3
37,0,76,-5,12,0,39,63,24,0
37,0,97,0,18,-21,60,79,18,0
37,0,81,0,36,10,43,44,2,0
39,2,93,-2,38,0,55,55,0,0
44,-2,83,0,44,0,40,39,0,0
38,1,76,0,38,13,38,37,0,0
43,-1,77,0,42,-13,34,36,2,0
37,0,79,0,28,-7,43,51,8,0
52,-2,81,0,52,-2,28,29,0,0
50,-3,84,0,50,0,35,35,0,0
59,1,84,0,60,4,25,24,0,0
55,-1,77,0,10,-3,22,67,46,3
37,-1,81,-5,36,-17,43,44,2,0
38,3,76,0,38,22,38,37,0,0
37,0,77,0,24,26,40,54,14,0
81,0,84,0,-12,11,3,97,94,4
52,1,84,0,52,-1,31,32,0,0
40,-4,84,0,38,0,45,46,2,0
56,4,99,0,38,0,43,60,18,3
47,0,87,8,46,0,40,41,0,0
56,0,81,0,-18,7,25,99,74,3
37,0,78,0,-4,-12,42,83,42,0
55,-4,78,0,56,30,23,21,0,0
41,0,79,2,42,29,39,38,0,0
67,0,109,-7,68,0,42,42,0,0
41,0,83,-7,42,29,42,41,0,0
42,0,78,0,42,0,37,37,0,0
37,-4,100,0,36,0,64,64,0,0
56,1,99,0,50,0,42,49,8,3
37,0,78,0,2,-11,42,75,34,0
45,0,81,0,46,27,36,35,0,0
37,0,79,1,2,-3,43,77,34,0
41,-2,76,0,42,0,34,34,0,0
105,0,106,-1,72,0,1,33,32,4
39,1,93,0,36,11,54,57,2,0
55,0,77,0,-28,-5,22,106,84,3
40,0,89,-1,38,0,49,50,2,0
46,0,81,0,46,9,35,35,0,0
56,1,78,-7,16,1,22,63,40,3
56,3,97,0,46,0,41,51,10,3
45,-1,86,-3,44,-20,40,42,2,0
43,3,96,0,42,17,53,55,2,0
49,0,86,0,46,-1,38,40,2,0
43,0,87,0,44,21,44,43,0,0
39,0,77,-2,38,0,38,39,0,0
37,0,76,0,34,-2,38,42,4,0
44,0,83,0,44,12,40,39,0,0
55,0,99,2,50,15,43,49,6,3
39,-4,78,-1,38,0,39,39,0,0
59,0,108,-2,60,17,49,48,0,0
37,0,76,0,20,3,39,55,16,0
56,1,77,0,24,0,21,54,32,3
55,0,77,0,-14,-17,21,92,70,3
67,4,112,0,68,0,45,45,0,0
37,0,95,0,8,-14,58,87,30,0
43,0,83,-7,42,0,40,42,2,0
56,0,96,8,46,-19,40,50,10,3
55,-4,77,0,34,-14,22,44,22,3
44,0,83,6,44,0,39,39,0,0
37,0,78,1,28,30,42,50,8,0
44,5,79,0,44,16,35,35,0,0
37,0,78,0,8,12,41,70,30,0
53,3,77,0,54,1,24,23,0,0
51,0,82,0,50,-3,31,33,2,0
37,-2,77,0,28,0,40,48,8,0
63,0,111,2,62,0,48,49,2,0
56,0,77,0,-6,-25,21,85,64,3
47,-45,91,0,2,0,44,88,44,2
55,0,79,0,10,8,23,68,46,3
41,0,81,3,42,4,39,39,0,0
56,1,84,0,56,17,29,28,0,0
39,0,81,-6,38,0,43,43,0,0
44,3,77,0,44,0,33,33,0,0
47,0,81,-6,46,0,33,34,0,0
52,0,86,8,52,0,34,35,0,0
37,0,76,-2,34,14,39,42,2,0
