A,B,C,D,E,F,G,H,I,class_label
37,0,77,0,20,6,41,57,16,0
52,0,77,0,52,0,26,26,0,0
81,0,86,0,-22,20,4,109,104,4
44,0,79,2,44,0,35,35,0,0
45,-4,76,0,46,11,31,30,0,0
37,0,77,0,38,20,39,38,0,0
53,0,84,0,54,7,32,30,0,0
37,0,98,6,30,0,61,67,6,0
42,3,79,0,42,0,38,38,0,0
40,5,102,0,38,0,61,63,2,0
46,0,83,0,44,-12,37,39,2,0
53,-3,88,0,52,-26,35,37,2,0
55,0,78,0,54,-3,23,24,2,0
55,0,97,-6,50,0,41,48,6,3
43,0,79,0,42,-21,35,37,2,0
37,5,75,0,34,5,37,41,4,0
37,0,78,-1,26,0,41,52,12,0
106,5,108,0,70,0,1,38,36,4
45,0,76,0,46,25,31,30,0,0
55,-1,87,0,54,-2,32,33,2,0
39,1,81,-1,38,0,41,42,0,0
56,0,97,5,50,0,41,48,8,3
45,5,81,0,44,0,35,37,2,0
48,0,109,0,46,0,61,63,2,0
37,0,76,0,28,17,40,48,8,0
37,0,84,0,26,-8,47,58,10,0
38,0,86,0,38,1,49,48,0,0
44,2,80,0,42,-12,36,39,2,0
54,3,77,0,-22,0,23,101,78,3
41,0,106,0,38,-24,64,67,2,0
37,0,80,0,10,23,43,70,26,0
56,3,97,0,42,-1,40,55,14,3
37,0,78,0,12,-5,42,65,24,0
46,-4,78,-1,46,0,32,32,0,0
37,-1,106,-5,36,-8,69,69,0,0
49,0,82,0,46,-21,33,35,2,0
39,0,106,1,38,0,67,67,0,0
55,5,91,0,54,0,36,37,0,0
37,0,94,6,12,0,57,81,24,0
56,0,96,0,54,-30,40,42,2,0
56,0,79,0,16,1,23,63,40,3
43,-1,79,0,42,-20,35,37,2,0
56,2,86,0,56,9,31,30,0,0
40,0,79,3,38,0,39,40,2,0
52,1,86,7,52,0,34,35,0,0
37,0,104,3,18,0,67,86,18,0
56,3,80,0,56,17,24,23,0,0
56,0,92,0,0,28,36,92,56,3
37,0,78,0,-2,13,42,81,40,0
46,2,80,0,44,-23,34,36,2,0
55,0,95,1,42,-3,40,54,14,3
55,0,86,-4,54,0,31,32,0,0
39,0,79,-7,38,0,40,40,0,0
52,-2,90,-1,52,-1,37,38,0,0
45,0,108,0,46,31,63,61,0,0
56,0,86,-1,56,2,30,29,0,0
41,2,83,0,42,1,41,41,0,0
55,-1,97,-2,50,19,42,48,6,3
41,0,88,-2,42,19,48,47,0,0
55,0,98,-3,50,18,42,49,6,3
46,3,86,0,46,1,40,39,0,0
40,0,80,-3,38,0,40,41,2,0
43,0,83,1,42,0,39,41,2,0
43,0,77,0,42,-15,34,36,2,0
56,0,92,0,52,-6,36,40,4,3
56,0,79,-3,6,-9,23,74,50,3
41,0,81,0,42,6,40,39,0,0
38,1,75,0,38,22,37,36,0,0
37,0,79,0,16,11,42,63,22,0
41,0,77,2,38,-24,36,38,2,0
52,4,81,0,52,1,30,30,0,0
43,0,86,4,42,-1,43,45,2,0
54,-4,78,-3,54,0,24,24,0,0
49,-1,83,0,50,5,34,34,0,0
37,-5,77,0,20,0,40,56,16,0
51,0,90,0,50,-5,39,41,2,0
37,4,79,0,-6,0,42,86,44,0
104,3,105,0,72,4,1,33,32,4
48,1,84,0,46,0,36,37,2,0
37,0,77,-3,36,-10,39,41,2,0
41,0,79,4,38,-30,38,41,2,0
48,-1,83,2,46,0,35,37,2,0
45,0,77,0,44,-24,31,33,2,0
56,0,97,6,54,23,41,42,2,0
53,0,82,0,52,-25,29,30,2,0
56,0,76,0,-4,-28,20,81,62,3
37,0,78,0,10,-15,42,68,26,0
53,1,86,0,54,1,33,32,0,0
55,0,95,-1,50,-32,40,46,6,3
46,0,76,2,46,0,30,30,0,0
56,0,81,0,-4,22,25,86,62,3
46,1,90,0,46,5,44,43,0,0
56,0,97,6,44,-4,41,53,12,3
48,-3,82,0,46,0,34,35,2,0
45,-2,93,0,46,17,48,47,0,0
55,0,95,0,44,-19,40,51,12,3
44,0,82,0,42,-27,38,41,2,0
41,-2,79,7,38,-12,39,41,2,0
44,0,77,0,42,-27,34,36,2,0
37,0,104,0,26,21,66,78,12,0
48,2,81,-2,46,0,33,34,2,0
52,1,81,-2,52,0,29,30,0,0
85,-1,88,0,2,-8,3,86,82,4
44,-2,77,0,44,0,33,33,0,0
47,-1,88,0,46,0,41,41,0,0
55,0,96,0,50,-24,41,47,6,3
56,0,81,0,-4,27,25,86,62,3
56,2,80,-1,-4,0,24,85,62,3
51,-4,102,0,52,0,51,50,0,0
37,0,78,0,34,31,41,45,4,0
58,-1,86,0,56,-10,27,29,2,0
56,0,81,0,-6,3,25,88,64,3
55,1,86,0,56,31,30,29,0,0
37,0,76,-4,34,14,39,42,2,0
55,0,79,0,8,-8,23,71,48,3
53,0,86,-7,52,-9,33,34,2,0
55,0,82,0,-38,-5,26,121,94,3
56,-4,96,0,52,0,40,44,4,3
37,0,78,0,26,5,41,52,12,0
43,2,84,0,42,0,41,43,2,0
41,0,82,0,42,2,41,41,0,0
42,0,86,-5,42,0,45,45,0,0
46,0,81,2,44,-25,35,37,2,0
41,-3,100,0,42,13,59,59,0,0
41,-1,88,0,38,-22,47,49,2,0
39,0,79,0,38,0,40,41,0,0
53,0,79,0,52,-25,25,27,2,0
51,-1,77,0,50,-4,27,28,2,0
55,-1,99,0,46,-23,43,52,8,3
46,0,77,0,44,-19,31,33,2,0
85,0,89,0,6,28,4,84,80,4
37,0,81,0,28,-10,45,53,8,0
56,0,79,8,12,-8,23,66,42,3
56,3,95,0,54,20,39,41,2,0
37,0,79,-3,36,-6,42,43,0,0
48,5,83,-1,46,0,35,37,2,0
51,0,86,0,52,27,35,34,0,0
55,0,96,0,46,-19,41,50,8,3
43,-1,86,0,42,-20,42,44,2,0
80,0,84,0,-32,0,4,117,114,4
53,1,103,0,52,-1,50,51,2,0
50,3,86,0,50,0,36,37,0,0
56,0,92,0,-2,-6,36,95,58,3
56,2,95,0,50,0,40,46,6,3
56,0,96,-7,46,1,40,50,10,3
45,0,108,0,44,-6,62,64,2,0
56,2,98,0,42,21,42,57,14,3
41,-2,78,0,38,-23,37,39,2,0
52,0,88,-2,52,0,35,36,0,0
55,0,79,0,20,-30,23,58,34,3
38,-1,75,0,38,0,37,36,0,0
43,0,96,0,42,3,53,55,2,0
55,0,77,0,6,-9,22,72,50,3
43,-2,77,0,42,0,34,35,2,0
56,-1,97,5,52,0,41,45,4,3
37,0,94,0,10,4,57,84,28,0
56,0,82,6,54,-24,26,28,2,0
45,0,86,-2,46,12,41,40,0,0
45,-3,107,0,46,15,62,60,0,0
44,0,81,-2,44,3,38,37,0,0
37,0,75,0,26,30,38,49,12,0
37,-4624,76,3,36,4,39,40,2,6
56,0,91,0,-4,-28,35,96,62,3
44,1,86,0,42,-23,42,44,2,0
105,0,106,-2,70,0,1,36,34,4
56,3,97,0,50,0,41,48,8,3
46,0,79,0,46,4,33,32,0,0
53,0,84,0,54,13,32,30,0,0
55,0,78,0,2,-13,23,75,52,3
37,0,75,0,36,21,38,39,0,0
37,2,81,1,36,0,43,44,2,0
37,0,75,0,24,-21,38,52,14,0
49,0,106,0,46,-7,58,60,2,0
37,-4,109,0,36,0,72,73,0,0
62,0,109,0,62,2,47,47,0,0
37,0,79,3,12,20,42,66,24,0
56,1,96,0,38,-6,40,57,18,3
48,0,106,0,46,-6,58,60,2,0
37,0,81,0,20,-5,44,60,16,0
55,0,82,0,-18,9,26,100,74,3
37,-4,77,0,36,-25,39,41,2,0
53,0,79,-1,54,3,25,24,0,0
43,0,83,1,42,-12,40,42,2,0
48,-1,88,0,46,-4,39,41,2,0
40,-1,79,0,38,0,39,40,2,0
43,0,80,-4,42,-3,37,39,2,0
50,0,107,2,50,0,57,58,0,0
56,0,95,0,44,-12,40,51,12,3
43,0,81,5,44,23,38,37,0,0
42,0,87,-5,42,0,45,46,2,0
56,-2,96,0,56,7,40,39,0,0
46,-5,83,0,46,0,36,36,0,0
45,0,79,0,44,-11,34,35,2,0
37,-2,86,0,36,-20,48,50,2,0
44,0,84,0,44,9,40,40,0,0
41,0,87,-2,38,-6,46,48,2,0
37,0,80,0,18,5,43,62,18,0
49,1,86,-1,50,0,37,37,0,0
45,0,76,0,46,27,31,30,0,0
41,0,87,2,42,23,46,46,0,0
83,-2,88,0,6,0,5,83,78,4
52,-4,86,0,52,0,34,35,0,0
42,0,81,3,42,0,39,39,0,0
37,0,79,0,16,-10,43,64,22,0
56,1,81,0,-10,-29,25,91,66,3
45,2,81,0,44,0,37,37,0,0
37,-5,82,0,36,0,45,46,0,0
55,-1,77,0,28,11,22,49,26,3
41,-1,83,0,42,9,41,41,0,0
55,0,76,-1,-10,13,21,86,66,3
37,0,79,0,8,-20,42,71,28,0
45,3,102,0,44,-1,57,58,2,0
44,5,81,0,42,-20,37,39,2,0
49,4,88,0,46,-7,40,42,2,0
55,0,97,0,46,13,41,50,8,3
37,0,79,0,36,17,43,43,0,0
44,0,75,0,42,-23,31,34,2,0
37,0,76,0,24,-20,40,53,14,0
37,0,91,0,10,5,53,81,28,0
37,0,77,0,-20,5,41,98,58,0
55,0,77,1,-24,-12,21,103,82,3
46,-2,77,1,46,0,32,31,0,0
37,0,76,0,18,-1,39,57,18,0
52,-5,86,0,52,-2,34,35,0,0
37,0,75,0,24,-23,38,52,14,0
55,0,95,0,42,3,40,54,14,3
37,0,104,7,24,0,67,81,14,0
79,0,83,0,-40,-11,4,125,120,4
37,0,106,0,26,-14,69,80,12,0
39,3,83,0,38,0,43,44,0,0
56,0,97,0,50,-20,41,48,6,3
55,0,81,5,54,0,27,27,0,0
56,0,95,-1,44,20,40,51,12,3
37,-1,96,-10,20,-25,59,75,16,0
50,4,91,0,50,0,40,42,2,0
104,1,106,9,72,2,2,33,32,4
81,-2,85,-5,-40,0,4,126,122,4
37,-1,77,0,-24,-14,41,103,62,0
44,0,82,0,42,-14,38,41,2,0
38,4,76,0,36,-9,38,40,2,0
56,0,98,0,42,0,42,57,14,3
37,0,81,0,16,4,44,65,22,0
37,0,76,0,26,2,40,50,10,0
37,0,93,0,12,3,56,81,24,0
51,-1,102,0,52,0,51,50,0,0
37,0,96,0,20,5,59,75,16,0
49,0,86,0,46,-28,37,39,2,0
55,0,77,0,42,-4,22,36,14,3
37,0,76,3,34,-17,39,43,4,0
37,0,76,0,24,17,40,53,14,0
37,1,77,0,0,-3,40,77,36,0
40,0,109,8,38,0,69,71,2,0
37,0,106,0,30,2,69,75,6,0
37,0,104,-14,28,0,67,75,8,0
49,0,87,5,46,-16,38,41,2,0
54,0,81,-1,54,8,27,26,0,0
55,0,78,0,16,5,23,63,40,3
55,0,77,0,-14,-7,21,92,70,3
45,0,85,0,44,-22,40,41,2,0
53,0,90,0,54,16,37,36,0,0
56,0,79,0,12,3,23,66,42,3
81,0,85,0,-40,10,4,126,122,4
55,0,95,1,38,0,40,57,16,3
37,0,107,0,30,11,70,76,6,0
41,2,81,0,38,-16,39,42,2,0
51,-4,85,0,52,0,34,33,0,0
108,5,109,3,70,-30,1,39,38,4
56,0,78,4,-22,0,22,101,80,3
49,-1,84,0,46,-25,36,38,2,0
44,0,81,-1,44,2,38,37,0,0
44,0,79,0,42,-14,35,37,2,0
42,2,84,0,42,0,41,43,2,0
41,2,86,0,38,-12,45,48,2,0
40,1,76,2,38,0,36,37,2,0
56,0,97,0,52,22,41,46,4,3
56,0,78,0,8,-21,22,70,48,3
37,2,80,0,20,0,43,59,16,0
37,0,76,-5,34,0,39,42,2,0
37,0,77,0,-14,-9,40,92,52,0
58,0,80,-2,56,0,22,23,2,0
50,-1,84,0,50,0,35,35,0,0
56,0,78,0,12,3,22,65,42,3
41,3,81,0,42,5,39,39,0,0
53,-2,88,0,54,0,34,33,0,0
49,0,77,0,50,23,29,28,0,0
66,0,109,0,64,-5,43,45,2,0
55,0,79,0,2,-24,23,76,52,3
52,-1,87,0,52,0,35,35,0,0
37,0,77,0,34,-7,41,44,2,0
56,-5,87,0,56,0,31,30,0,0
42,-1,78,1,42,0,36,37,2,0
59,0,86,0,60,11,28,27,0,0
56,0,95,0,42,-2,40,54,14,3
77,0,81,3,-40,0,4,123,118,4
37,0,78,0,10,-10,41,68,26,0
55,-2,98,0,44,-19,42,54,12,3
45,-2,77,0,44,-24,32,34,2,0
37,0,80,0,34,-15,43,46,4,0
46,1,89,0,46,5,43,42,0,0
55,4,80,0,54,0,25,26,0,0
50,-1,83,0,50,0,32,33,2,0
55,0,92,1,-4,0,37,97,60,3
56,-4,81,0,56,2,25,24,0,0
37,1,80,0,20,2,43,59,16,0
55,0,82,6,-18,-20,26,100,74,3
37,0,76,4,28,0,39,48,8,0
55,0,82,1,54,0,27,28,0,0
41,0,88,0,42,31,48,47,0,0
43,-1,99,0,42,-8,56,58,2,0
55,0,93,-1,50,-1,37,44,6,3
44,0,91,-2,44,0,47,47,0,0
37,0,83,3,36,-5,45,46,2,0
46,5,82,0,46,16,36,35,0,0
56,0,97,0,50,23,41,48,6,3
55,-3,96,0,54,-12,41,42,2,0
47,-2,86,2,46,0,39,40,0,0
37,0,80,0,36,0,43,44,2,0
55,0,76,1,-20,0,21,97,76,3
45,-4,81,0,46,3,36,35,0,0
49,-5,81,0,50,5,33,32,0,0
37,0,81,0,38,22,43,42,0,0
37,0,107,4,30,0,70,76,6,0
49,0,88,0,46,-14,40,42,2,0
55,0,97,3,46,0,42,51,8,3
52,1,79,4,52,0,27,27,0,0
55,0,95,0,46,0,40,49,8,3
57,-5,83,0,56,0,26,26,0,0
54,0,103,-1,54,0,49,49,0,0
37,0,81,0,16,16,44,65,22,0
39,2,79,-3,38,0,40,41,0,0
53,0,86,0,52,-10,33,34,2,0
57,0,85,0,56,0,28,28,0,0
37,-2,79,0,38,11,41,40,0,0
48,0,88,-1,46,-1,40,42,2,0
37,0,79,0,16,-19,43,64,22,0
38,0,92,1,16,5,54,77,22,0
37,0,95,0,16,-22,58,80,22,0
56,0,91,-2,0,0,35,91,56,3
56,5,72,11,0,0,16,72,56,3
49,-5,106,0,50,0,57,57,0,0
42,-2,108,0,42,0,67,67,0,0
37,-1,105,-8,28,0,68,77,8,0
62,-1,111,0,62,0,49,49,0,0
37,0,94,0,12,10,57,81,24,0
37,-2,86,0,36,0,49,50,0,0
44,0,75,0,44,9,31,31,0,0
55,0,79,0,26,5,23,53,30,3
52,-2,87,0,52,-1,35,35,0,0
49,1,83,0,46,-12,34,37,2,0
37,0,103,0,24,-22,66,80,14,0
37,0,76,0,30,17,39,45,6,0
38,2,92,0,12,24,54,79,24,0
37,0,106,-1,36,0,68,69,2,0
43,0,108,0,42,-5,64,66,2,0
53,4,81,0,52,-8,28,29,2,0
38,0,77,0,36,-24,39,41,2,0
37,0,80,4,18,0,43,62,18,0
55,0,77,0,26,-7,21,51,30,3
55,0,77,0,-10,-26,21,87,66,3
45,0,77,0,44,-6,31,33,2,0
58,3,80,-1,56,0,22,23,2,0
45,0,81,0,44,-9,36,37,2,0
46,-5,87,1,46,0,41,41,0,0
45,0,78,0,46,29,33,32,0,0
37,0,97,0,38,17,60,59,0,0
56,0,96,1,56,0,40,39,0,0
37,0,94,0,10,14,57,84,28,0
55,0,97,0,50,-1,41,48,6,3
56,0,95,-1,44,13,40,51,12,3
37,0,77,0,26,6,40,51,10,0
55,0,93,0,52,6,38,42,4,3
45,0,106,0,46,11,61,60,0,0
41,0,77,0,38,-20,37,39,2,0
48,5,79,1,46,0,31,32,2,0
43,1,79,0,42,0,35,37,2,0
37,0,76,1,28,-1,39,47,8,0
43,4,86,0,42,0,44,45,2,0
37,0,103,0,26,7,66,77,12,0
49,0,86,0,50,3,38,37,0,0
58,0,86,0,60,31,27,26,0,0
37,0,79,0,2,-14,42,76,34,0
47,-3,83,0,46,0,35,36,0,0
37,0,83,0,16,-24,47,68,22,0
44,0,83,0,44,23,40,39,0,0
55,-1,98,0,50,-16,42,49,6,3
37,0,81,6,8,0,44,73,28,0
58,-1,84,0,56,0,26,27,2,0
37,0,77,0,38,22,39,38,0,0
56,0,95,0,52,3,40,44,4,3
77,-5,81,0,-40,277,4,123,118,4
56,0,95,-4,42,3,40,54,14,3
44,1,95,0,44,10,52,51,0,0
81,0,84,0,-14,-11,4,100,96,4
46,0,81,0,44,-25,35,37,2,0
55,4,79,0,54,0,25,25,0,0
53,0,81,0,54,2,27,26,0,0
40,1,106,3,38,0,66,67,2,0
38,0,80,0,38,6,42,41,0,0
37,0,79,0,16,-6,43,64,22,0
37,0,105,2,18,0,68,87,20,0
37,0,77,0,20,-29,40,56,16,0
41,0,100,0,38,-8,59,61,2,0
48,2,82,-2,46,0,34,35,2,0
82,0,85,0,-6,4,3,93,90,4
54,1,83,0,54,0,28,28,0,0
55,0,77,2,-18,5,21,95,74,3
50,0,86,3,50,0,36,37,0,0
56,0,81,0,54,-3,25,26,2,0
37,0,90,0,36,28,53,54,2,0
46,0,85,0,46,1,39,39,0,0
45,-2,80,0,46,3,35,34,0,0
37,0,81,0,8,-15,44,73,28,0
37,0,80,0,0,17,43,80,36,0
43,1,102,0,42,-4,59,61,2,0
45,1,93,0,46,17,48,47,0,0
37,0,79,0,10,62,42,69,26,0
55,0,96,0,42,-18,41,55,14,3
51,0,77,0,50,-5,26,28,2,0
56,0,96,1,42,-24,40,55,14,3
37,0,80,0,28,13,43,52,8,0
37,0,104,0,26,-2,66,78,12,0
37,0,83,0,2,22,46,81,34,0
58,0,90,-4,56,0,32,33,2,0
47,3,78,8,46,0,31,32,0,0
41,0,75,0,42,6,34,34,0,0
44,0,76,0,42,-28,32,35,2,0
55,0,95,0,42,9,40,54,14,3
38,0,106,0,38,7,68,67,0,0
37,0,96,-7,36,0,59,60,2,0
79,0,83,7,-46,0,5,130,126,4
41,0,87,0,42,17,46,46,0,0
38,0,76,0,36,-25,38,40,2,0
37,0,80,7,20,0,43,59,16,0
37,0,83,0,6,23,46,78,32,0
49,0,79,2,50,4,31,30,0,0
44,3,78,0,44,0,34,34,0,0
37,-1,77,-3,336,2299,41,-258,-298,0
37,1,90,0,28,0,53,62,8,0
108,0,109,0,72,7,1,36,36,4
37,0,106,2,36,-6,69,70,2,0
51,3,83,0,50,-14,31,33,2,0
102,0,103,7,70,-12,1,33,32,4
94,-35,107,0,68,-15,12,40,28,2
51,0,83,1,52,6,31,31,0,0
45,-1,76,0,46,15,31,30,0,0
55,4,83,0,54,0,28,28,0,0
56,0,81,-1,-6,21,25,88,64,3
44,0,87,-6,44,0,43,43,0,0
51,-1,83,0,50,-20,32,34,2,0
85,4,88,0,0,0,3,88,84,4
41,0,79,2,38,-1,39,41,2,0
42,1,79,2,42,0,37,38,0,0
84,-3,88,0,6,0,4,83,80,4
45,0,84,0,46,27,38,37,0,0
43,-4,86,0,42,-21,43,45,2,0
37,0,81,0,28,0,45,53,8,0
37,0,79,-6,16,18,42,64,22,0
45,1,89,0,44,0,44,45,0,0
37,0,80,0,30,10,43,49,6,0
81,0,86,0,-22,19,4,109,104,4
104,0,105,-7,72,2,1,33,32,4
47,-3,83,-1,46,-2,36,37,0,0
37,0,76,-1,30,2,39,45,6,0
56,0,95,1,50,31,40,46,6,3
56,0,81,0,-4,28,25,86,62,3
38,2,94,0,36,0,56,58,2,0
45,0,87,0,44,-12,42,43,2,0
58,0,84,0,56,-6,25,27,2,0
39,-1,106,0,38,0,66,67,0,0
44,0,76,-7,44,0,32,32,0,0
37,0,79,5,-2,0,42,82,40,0
45,0,86,3,46,31,41,39,0,0
49,1,86,0,46,-3,37,39,2,0
55,0,96,0,44,3,41,52,12,3
46,-1,100,0,46,0,54,53,0,0
58,0,86,0,56,0,29,30,0,0
37,0,76,-4,18,0,39,57,18,0
45,0,87,0,44,-27,42,43,2,0
56,1,99,0,50,3,42,49,8,3
56,3,95,0,56,8,39,39,0,0
46,5,76,0,46,0,29,29,0,0
56,0,80,4,-2,-16,24,83,58,3
55,0,98,0,46,-7,42,51,8,3
37,0,84,0,26,2,47,58,12,0
55,0,82,0,-24,-13,26,108,82,3
39,3,106,6,38,-1,67,67,0,0
67,-4,110,-1,68,0,43,43,0,0
46,0,76,0,46,7,30,29,0,0
46,2,90,0,46,7,44,43,0,0
46,-3,86,0,46,0,40,40,0,0
45,0,102,0,44,-3,57,58,2,0
55,0,78,0,24,-27,23,55,32,3
78,0,82,1,-42,0,4,126,122,4
76,0,80,0,-40,0,4,121,116,4
39,0,100,0,38,0,62,62,0,0
43,-3,75,0,44,9,32,31,0,0
41,0,80,-5,42,1,39,39,0,0
42,0,86,2,42,0,44,45,0,0
56,0,97,0,54,14,41,42,2,0
56,0,96,0,38,-11,40,57,18,3
37,0,77,0,2,-8,40,74,34,0
41,-4,84,0,42,13,44,43,0,0
50,0,84,1,50,0,35,35,0,0
56,0,77,0,16,-23,22,62,40,3
56,4,97,0,52,5,40,45,4,3
55,0,91,-3,-4,1,35,96,60,3
41,-1,83,0,42,22,42,41,0,0
43,0,88,0,44,10,44,44,0,0
41,0,86,1,38,-21,46,48,2,0
41,0,86,1,42,15,45,45,0,0
44,0,81,0,42,-27,37,39,2,0
51,0,88,0,50,-23,36,39,2,0
48,-1,88,-5,46,-7,39,41,2,0
37,0,83,0,16,-11,47,68,22,0
