A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,class_label
1.0,1.0,37.7,80.0,0.0,3.0,3.0,6.0,1.0,5.0,4.0,1.0,2.0,3.0,0.0,3.0,1.0,50.0,55.0,3.0,2.0,1
1.0,1.0,39.3,0.0,0.0,4.0,3.0,6.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,75.0,0.0,3.0,4.3,0
1.0,1.0,37.8,40.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,38.0,7.0,0.0,0.0,1
1.0,1.0,38.0,42.0,68.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,41.0,7.6,0.0,0.0,1
2.0,1.0,38.2,68.0,32.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,43.0,65.0,0.0,0.0,1
2.0,1.0,39.5,0.0,0.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,0.0,3.0,5.5,4.0,5.0,0.0,6.7,1.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,39.4,120.0,48.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,56.0,64.0,1.0,2.0,0
1.0,1.0,0.0,40.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,39.0,56.0,0.0,0.0,1
1.0,1.0,37.8,60.0,24.0,1.0,0.0,3.0,2.0,0.0,4.0,4.0,2.0,3.0,2.0,0.0,5.0,52.0,75.0,0.0,0.0,0
1.0,1.0,38.0,76.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11.0,0.0,0.0,1
2.0,1.0,37.9,54.0,42.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,47.0,54.0,3.0,1.0,1
2.0,1.0,38.4,54.0,24.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,49.0,7.2,1.0,0.0,1
1.0,1.0,37.5,72.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,65.0,2.0,2.0,0
1.0,1.0,0.0,88.0,0.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,0.0,4.0,5.0,63.0,6.5,3.0,0.0,0
1.0,1.0,38.2,48.0,18.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,4.0,0.0,48.0,74.0,1.0,2.0,1
2.0,1.0,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,0
2.0,1.0,37.8,56.0,16.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,44.0,68.0,1.0,1.0,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,35.0,58.0,2.0,1.0,1
2.0,9.0,38.3,90.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,40.0,6.2,1.0,2.2,1
2.0,1.0,0.0,0.0,40.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0.0,0.0,1
1.0,1.0,38.5,60.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,53.0,1.0,0.0,1
1.0,1.0,39.3,100.0,51.0,4.0,4.0,6.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,4.0,66.0,13.0,3.0,2.0,0
1.0,1.0,38.0,48.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1
1.0,1.0,38.5,96.0,30.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,3.0,5.0,50.0,65.0,0.0,0.0,1
2.0,1.0,37.7,44.0,40.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,41.0,60.0,0.0,0.0,1
2.0,1.0,37.8,48.0,32.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,37.0,6.7,0.0,0.0,1
2.0,1.0,38.0,52.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,53.0,86.0,0.0,0.0,1
1.0,1.0,0.0,36.0,32.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,0.0,4.0,41.0,5.9,0.0,0.0,0
1.0,1.0,38.1,60.0,12.0,3.0,3.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,51.0,65.0,0.0,0.0,1
1.0,1.0,37.1,75.0,36.0,0.0,0.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,48.0,7.4,3.0,3.2,0
2.0,1.0,38.7,48.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,34.0,63.0,0.0,0.0,1
1.0,1.0,39.2,0.0,23.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,6.6,1.0,3.0,1
2.0,1.0,38.3,40.0,16.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,57.0,0.0,0.0,1
1.0,1.0,37.2,42.0,12.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,5.0,0.0,7.0,0.0,0.0,1
1.0,1.0,0.0,104.0,0.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,0.0,3.0,0.0,4.0,4.0,69.0,8.6,2.0,3.4,0
1.0,1.0,37.7,66.0,12.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,31.5,6.2,2.0,1.6,1
