A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,class_label
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.7,0.0,0.0,0
1.0,1.0,39.3,64.0,90.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,39.0,6.7,0.0,0.0,1
1.0,1.0,37.8,48.0,28.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,46.0,5.9,2.0,7.0,1
1.0,1.0,38.0,50.0,36.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,39.0,6.6,1.0,5.3,1
1.0,1.0,37.5,72.0,30.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,3.0,5.0,60.0,6.8,0.0,0.0,0
2.0,1.0,36.6,42.0,18.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,52.0,7.1,0.0,0.0,0
2.0,1.0,38.4,48.0,16.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,39.0,6.5,0.0,0.0,1
2.0,1.0,38.6,52.0,20.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,36.0,6.6,1.0,5.0,1
1.0,9.0,38.5,120.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,35.0,54.0,1.0,1.0,1
1.0,1.0,0.0,100.0,0.0,3.0,3.0,4.0,2.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,68.0,64.0,3.0,2.0,1
1.0,1.0,37.7,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,9.0,38.0,92.0,28.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,7.2,1.0,1.0,37.0,6.1,1.0,0.0,0
1.0,1.0,0.0,70.0,36.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,5.0,36.0,7.3,0.0,0.0,1
1.0,1.0,38.4,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,44.0,7.6,0.0,0.0,1
1.0,1.0,38.3,132.0,0.0,0.0,3.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,6.2,4.0,4.0,57.0,8.0,0.0,5.2,1
2.0,1.0,37.0,60.0,20.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,4.5,4.0,4.0,43.0,7.6,0.0,0.0,0
2.0,1.0,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,0
1.0,1.0,38.0,108.0,60.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1
1.0,9.0,38.8,184.0,84.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,33.0,3.3,0.0,0.0,0
2.0,1.0,38.6,52.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,32.0,6.6,1.0,5.0,1
1.0,1.0,38.2,64.0,24.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,4.0,4.0,45.0,7.5,1.0,2.0,0
2.0,1.0,36.0,42.0,30.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,6.8,0.0,0.0,0
1.0,1.0,37.8,72.0,0.0,0.0,3.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,56.0,80.0,1.0,2.0,1
1.0,1.0,37.8,88.0,80.0,3.0,3.0,5.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,4.0,5.0,64.0,89.0,0.0,0.0,0
1.0,1.0,38.3,52.0,96.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.0,6.1,0.0,0.0,1
1.0,1.0,37.6,68.0,32.0,3.0,0.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,6.5,1.0,5.0,47.0,7.2,1.0,0.0,1
2.0,1.0,38.6,56.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,40.0,7.0,2.0,2.1,1
1.0,1.0,38.2,40.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,66.0,0.0,0.0,1
1.0,1.0,38.0,86.0,24.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,4.0,5.0,45.0,5.5,1.0,10.1,0
1.0,1.0,38.7,60.0,32.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,53.0,64.0,3.0,2.0,0
1.0,1.0,37.8,60.0,80.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,5.5,4.0,0.0,40.0,4.5,2.0,0.0,1
1.0,1.0,38.3,80.0,40.0,0.0,0.0,6.0,2.0,4.0,3.0,1.0,0.0,2.0,0.0,1.0,4.0,67.0,10.2,2.0,1.0,0
1.0,1.0,0.0,52.0,28.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,4.0,4.0,37.0,8.1,0.0,0.0,1
2.0,1.0,37.8,82.0,12.0,3.0,1.0,1.0,2.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,50.0,7.0,0.0,0.0,0
1.0,1.0,36.5,100.0,24.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,4.0,50.0,6.0,3.0,3.4,1
2.0,1.0,38.2,56.0,40.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,7.5,0.0,0.0,47.0,7.2,1.0,2.5,1
1.0,1.0,37.8,88.0,22.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,64.0,8.0,1.0,6.0,0
2.0,1.0,37.5,52.0,12.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,5.0,36.0,61.0,1.0,1.0,1
2.0,1.0,38.5,54.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,40.0,6.8,2.0,7.0,1
1.0,1.0,36.5,78.0,30.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,75.0,2.0,1.0,1
1.0,9.0,38.6,160.0,20.0,3.0,0.0,5.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,38.0,0.0,2.0,0.0,0
2.0,1.0,0.0,56.0,68.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,40.0,6.0,0.0,0.0,0
2.0,1.0,0.0,44.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,6.3,0.0,0.0,1
2.0,1.0,38.0,44.0,12.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,42.0,64.0,0.0,0.0,1
1.0,1.0,39.3,64.0,90.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,6.5,1.0,5.0,39.0,6.7,0.0,0.0,1
1.0,1.0,38.4,84.0,30.0,3.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,6.5,4.0,4.0,47.0,7.5,3.0,0.0,0
