A,B,C,D,E,F,G,H,I,class_label
44,-3,77,0,44,2,34,34,0,0
49,0,81,0,50,24,33,32,0,0
43,-5,76,0,42,-23,32,34,2,0
46,-1,88,0,46,4,42,41,0,0
46,0,86,-62,46,0,40,40,0,0
52,3,86,7,52,0,34,35,0,0
56,0,97,0,38,-18,41,58,18,3
85,1,88,0,2,5,3,86,82,4
49,0,77,0,50,8,28,28,0,0
44,1,86,0,44,14,43,42,0,0
44,2,93,0,44,7,50,50,0,0
46,-1,108,2,46,0,62,62,0,0
53,-4,77,0,54,0,23,23,0,0
37,0,79,-7,36,0,42,43,0,0
55,0,77,0,30,-6,22,46,24,3
37,0,104,-1,18,25,67,86,18,0
44,-1,86,0,44,-1,42,42,0,0
37,0,76,0,36,-14,39,40,2,0
43,0,82,0,42,-9,39,41,2,0
46,0,85,3,46,6,39,39,0,0
101,-3,102,0,70,-4,1,33,32,4
37,-5,76,0,38,13,38,37,0,0
55,0,89,2,54,0,34,35,0,0
55,-4,96,0,54,0,41,42,2,0
56,0,98,0,44,-1,42,54,12,3
49,1,82,0,50,1,33,33,0,0
55,0,79,0,10,2,23,68,46,3
55,0,77,0,-12,6,21,90,68,3
42,0,85,-7,42,0,43,44,2,0
37,0,75,0,26,-5,38,49,12,0
46,-3,83,0,46,0,37,36,0,0
44,5,86,0,44,10,43,42,0,0
37,0,76,0,30,-2,39,45,6,0
55,0,92,0,-6,-16,36,99,64,3
53,-1,79,0,52,-8,26,27,2,0
56,-1,95,-1,42,-5,40,54,14,3
47,0,79,0,46,0,32,32,0,0
41,0,87,-3,42,30,46,46,0,0
49,-2,111,0,50,0,62,62,0,0
52,4,88,0,52,-4,35,36,0,0
58,-1,91,0,56,0,33,34,2,0
55,0,98,0,52,6,42,46,4,3
44,0,81,0,44,8,37,37,0,0
55,0,95,-2,42,0,39,53,14,3
52,0,77,-2,52,0,26,26,0,0
41,0,83,1,42,0,42,42,0,0
51,4,83,-1,50,-2,32,33,2,0
55,0,77,0,-28,-17,22,106,84,3
37,0,105,0,18,19,68,87,18,0
51,0,86,0,50,-16,36,37,2,0
51,-5,86,0,50,-4,35,37,2,0
52,1,81,-4,52,0,29,30,0,0
56,0,96,0,54,17,40,42,2,0
55,0,86,0,54,-10,31,32,2,0
58,0,81,8,56,0,23,24,2,0
55,0,81,0,-10,-1,25,91,66,3
45,-1,83,0,46,31,38,37,0,0
37,2,82,0,36,0,45,46,2,0
56,3,97,0,54,0,41,42,2,0
37,-1,77,-5,8,-14,41,70,28,0
37,3,79,0,28,0,41,50,8,0
55,0,77,0,12,11,22,65,42,3
41,0,77,-4,38,-9,37,39,2,0
42,-5,99,0,42,0,58,58,0,0
56,5,89,0,56,26,33,32,0,0
50,3,77,0,50,0,28,28,0,0
38,3,106,0,38,15,68,67,0,0
40,-1,76,0,38,0,36,37,2,0
37,0,95,-1,28,0,58,67,8,0
41,0,86,0,38,-28,45,47,2,0
44,3,80,-1,42,-16,36,39,2,0
56,5,84,0,56,0,28,28,0,0
106,0,108,8,70,0,2,38,36,4
104,-1,105,-1,72,4,1,33,32,4
56,0,95,0,42,-21,40,54,14,3
37,0,75,0,20,15,38,54,16,0
37,-1,76,4,26,-6,39,50,10,0
37,2,106,0,36,0,69,70,0,0
45,0,77,1,44,0,32,33,2,0
49,0,79,0,50,28,31,30,0,0
47,2,83,-1,46,0,36,36,0,0
45,-1,76,0,46,5,31,30,0,0
55,0,95,0,46,-6,40,49,8,3
47,0,95,2,46,0,48,49,0,0
55,0,78,0,12,-25,23,65,42,3
56,0,80,0,-4,0,24,85,62,3
39,0,80,-2,38,-4,41,41,0,0
46,0,81,7,46,6,35,35,0,0
46,0,93,0,44,-24,48,50,2,0
37,2,76,-2,20,0,39,55,16,0
80,-3,84,0,-42,0,5,128,124,4
56,0,95,-3,56,14,40,39,0,0
37,0,83,0,0,-21,46,83,36,0
56,0,81,0,56,5,25,24,0,0
37,0,76,-2,36,24,40,40,0,0
55,0,78,4,10,14,23,68,46,3
105,0,106,-6,72,13,1,34,34,4
37,0,75,0,24,-5,38,52,14,0
56,2,80,3,-4,0,24,85,62,3
55,0,77,-7,16,0,21,61,40,3
50,-1,86,0,50,0,37,37,0,0
56,0,79,-1,6,-3,23,74,50,3
37,0,82,0,-4,-14,45,87,42,0
37,0,76,1,18,0,39,57,18,0
50,-5,107,0,50,0,57,58,0,0
43,0,78,-3,42,-6,35,37,2,0
47,0,102,0,46,0,54,55,0,0
37,1,104,0,24,1,66,80,14,0
43,0,86,0,44,26,43,42,0,0
46,2,77,0,46,20,31,30,0,0
56,0,97,0,54,24,41,42,2,0
41,0,86,0,42,13,46,45,0,0
37,-1,79,2,16,0,42,63,22,0
37,0,77,-4,38,14,39,38,0,0
37,0,106,0,26,13,68,80,12,0
53,0,86,6,54,3,33,32,0,0
55,0,92,0,8,-18,37,84,48,3
38,-4,104,0,38,0,67,66,0,0
37,0,76,0,28,31,39,47,8,0
37,0,78,0,6,31,41,73,32,0
37,0,76,0,34,-6,39,42,2,0
79,0,83,0,-42,25,4,127,122,4
37,0,97,0,36,17,59,60,2,0
54,0,83,-7,54,0,29,29,0,0
37,0,95,0,24,17,58,72,14,0
45,0,83,0,46,27,37,36,0,0
55,0,83,0,-30,-4,27,114,86,3
37,0,77,8,36,0,41,41,0,0
56,0,86,0,56,22,31,30,0,0
49,3,85,0,50,1,36,36,0,0
41,-1,82,0,38,-15,41,43,2,0
37,0,76,0,26,-11,39,50,10,0
43,0,88,0,44,25,44,44,0,0
52,-1,81,0,52,0,30,30,0,0
37,0,106,0,26,16,68,80,12,0
37,0,83,2,34,0,46,49,2,0
37,0,103,0,20,23,66,82,16,0
43,-1,81,0,44,21,37,37,0,0
37,0,76,0,30,-6,40,45,6,0
51,0,87,-2,52,21,36,35,0,0
37,0,77,-4,34,-1,40,43,2,0
55,0,93,0,50,6,37,44,6,3
37,0,80,0,26,7,43,54,12,0
37,0,76,0,26,3,39,50,10,0
55,0,82,6,-10,0,26,92,66,3
37,-70,106,0,34,-2,69,72,4,2
48,-1,106,0,46,0,58,60,2,0
37,0,104,0,24,-2,66,80,14,0
82,0,86,-1,-40,11,4,128,124,4
47,1,83,0,46,0,37,37,0,0
37,0,80,0,18,18,43,62,18,0
37,0,82,1,30,0,45,51,6,0
37,0,79,0,36,23,42,43,2,0
46,2,81,0,46,9,35,34,0,0
51,0,78,0,52,9,27,26,0,0
56,0,96,8,42,-7,40,55,14,3
57,1,86,-5,56,0,30,30,0,0
49,0,88,-1,46,-5,40,42,2,0
55,0,77,0,18,13,22,59,38,3
37,0,97,-4,34,0,59,63,4,0
37,0,97,0,30,-7,60,66,6,0
55,0,93,0,2,-2,38,91,52,3
56,0,90,0,56,8,34,33,0,0
49,0,89,7,50,0,40,40,0,0
47,-1,86,-1,46,0,39,39,0,0
43,0,79,0,42,-12,36,38,2,0
43,-1,90,0,42,0,47,48,2,0
37,0,80,3,8,9,43,72,28,0
44,2,81,0,44,10,37,37,0,0
55,0,93,0,44,-8,37,49,12,3
59,1,86,0,56,-9,28,30,2,0
48,0,81,0,50,24,32,32,0,0
41,0,83,1,38,-10,42,44,2,0
41,23,78,0,38,-99,37,39,2,0
56,0,96,-7,50,-2,40,47,6,3
42,-5,106,0,42,0,63,64,2,0
44,2,83,0,44,2,38,39,0,0
55,0,77,0,-24,18,21,103,82,3
41,0,87,-2,38,-3,46,48,2,0
37,0,81,0,36,-22,44,45,2,0
37,0,77,0,2,17,40,74,34,0
37,0,79,0,30,17,42,48,6,0
45,0,81,0,46,19,35,34,0,0
37,5,75,0,26,0,38,49,12,0
46,0,87,0,44,-24,41,43,2,0
37,0,76,5,26,0,39,50,10,0
56,0,79,0,54,-23,23,24,2,0
43,0,83,0,44,23,39,39,0,0
47,1,87,7,46,0,40,41,0,0
41,0,79,0,42,31,39,38,0,0
37,0,106,0,30,-6,69,75,6,0
56,0,85,0,56,6,29,28,0,0
57,-1,88,-6,56,0,31,31,0,0
79,-1,84,0,-40,14,4,125,120,4
45,0,88,0,44,-19,42,44,2,0
37,0,91,0,18,11,53,73,20,0
37,0,106,8,18,0,68,88,20,0
40,3,106,-1,38,0,65,67,2,0
56,-1,96,0,54,10,40,42,2,0
85,0,88,0,2,-22,3,86,82,4
47,1,78,2,46,0,31,32,0,0
41,4,84,0,42,15,43,43,0,0
47,-1,89,-2,46,0,41,42,0,0
55,0,92,-7,36,-30,37,56,20,3
37,0,80,0,16,-12,43,65,22,0
47,-44,91,0,2,0,43,88,44,2
82,0,86,0,-12,-9,3,99,96,4
47,-1,85,4,46,0,38,39,0,0
37,1,98,0,30,-14,61,67,6,0
37,0,80,-1,20,-3,43,59,16,0
56,0,81,-3,-12,0,25,94,68,3
37,0,76,0,20,-20,39,55,16,0
37,0,95,0,16,0,58,79,22,0
55,0,79,0,18,5,23,61,38,3
55,0,77,0,10,10,22,67,46,3
43,-1,76,0,42,0,33,34,2,0
55,0,81,0,54,-7,25,26,2,0
80,0,84,2,-24,3,4,110,106,4
43,-1,82,0,42,-8,39,41,2,0
37,-1,79,-4,36,-6,42,43,2,0
56,0,79,0,56,5,22,22,0,0
52,4,82,0,52,0,29,30,0,0
37,0,97,0,26,-6,60,71,12,0
44,0,88,0,42,-29,44,46,2,0
45,0,79,4,46,18,33,32,0,0
38,2,75,0,38,0,37,36,0,0
44,1,77,0,44,5,33,33,0,0
37,0,77,0,10,10,40,66,26,0
37,0,104,0,26,-15,67,78,12,0
37,0,76,0,30,-24,40,45,6,0
37,0,106,-4,28,0,68,77,8,0
37,0,79,1,12,0,42,66,24,0
51,0,83,0,50,-9,32,33,2,0
41,0,76,0,42,27,35,35,0,0
37,0,78,0,-6,-22,42,86,44,0
58,1,86,0,56,0,28,30,2,0
37,0,75,0,28,-6,38,46,8,0
42,0,80,-2,42,-4,38,39,0,0
53,0,83,0,52,-14,30,32,2,0
37,0,77,0,28,1,40,48,8,0
51,0,85,0,50,-28,34,36,2,0
37,0,93,0,10,-2,56,83,28,0
37,0,78,0,20,26,41,57,16,0
55,-1,99,6,46,0,43,52,8,3
39,0,106,4,38,0,68,67,0,0
47,5,76,0,46,0,28,29,0,0
43,0,75,0,44,28,32,31,0,0
50,0,88,-5,50,0,38,39,0,0
43,0,108,0,42,0,65,66,2,0
37,0,106,-12,28,0,69,77,8,0
55,-3,73,-8,-4,-5,18,78,60,3
56,2,92,0,54,-21,36,38,2,0
55,0,98,0,50,-4,42,49,6,3
53,-5,81,1,52,-30,28,30,2,0
48,0,102,0,46,0,53,55,2,0
37,0,79,0,0,-7,42,79,36,0
53,0,81,0,54,10,28,26,0,0
58,0,84,-3,56,0,27,28,0,0
55,0,88,0,54,-4,32,33,2,0
37,-3,97,0,34,0,60,64,4,0
37,0,76,-2,34,-3,40,43,2,0
55,0,98,0,46,-13,42,51,8,3
37,0,79,0,10,374,42,69,26,0
44,0,82,0,42,-12,38,41,2,0
44,0,93,0,44,0,49,50,0,0
106,2,108,5,70,-25,2,38,36,4
53,9,77,0,28,0,24,48,24,3
37,0,79,0,30,23,42,48,6,0
56,0,80,0,20,-10,24,59,36,3
45,0,107,0,44,-4,62,63,2,0
56,0,97,0,42,16,41,55,14,3
47,0,79,7,46,0,31,32,0,0
56,0,87,1,54,-26,31,33,2,0
53,4,84,0,52,-4,31,32,2,0
37,1,77,0,34,0,41,44,2,0
46,0,76,0,46,17,30,30,0,0
79,2,83,0,-28,0,4,112,108,4
56,0,81,-2,-6,0,25,88,64,3
55,0,93,0,0,-8,38,93,56,3
45,-4,83,0,46,11,37,36,0,0
37,-1,81,-6,38,17,43,42,0,0
55,0,79,0,10,-20,23,68,46,3
37,0,77,0,-12,4,40,90,50,0
47,0,85,-2,46,-4,38,39,0,0
42,0,88,-1,42,0,45,46,2,0
42,2,86,0,42,0,43,44,2,0
53,3,81,0,52,0,28,30,2,0
37,0,105,0,16,-11,68,89,22,0
53,-1,79,0,52,-15,26,27,2,0
48,5,86,0,46,0,38,40,2,0
57,-2,88,-7,56,0,31,31,0,0
45,0,77,0,46,4,32,31,0,0
45,0,87,2,46,8,42,41,0,0
46,0,86,0,46,7,40,39,0,0
40,-3,80,0,38,0,40,41,2,0
37,0,77,0,36,21,41,41,0,0
45,0,79,1,46,18,34,33,0,0
41,0,84,0,38,-23,43,45,2,0
37,0,78,0,10,23,41,68,26,0
45,-2,88,0,44,-3,43,44,2,0
56,0,95,0,52,28,40,44,4,3
52,0,85,0,54,31,33,31,0,0
37,0,77,0,36,-8,40,41,2,0
37,-1,76,0,38,5,39,37,0,0
37,1,81,2,24,0,44,58,14,0
56,0,96,0,52,23,40,44,4,3
48,-5,77,0,46,0,30,31,2,0
43,0,86,-3,42,-11,42,44,2,0
46,0,85,-1,46,3,39,39,0,0
56,3,95,0,46,-6,40,49,10,3
44,-3,77,-6,44,0,33,33,0,0
56,0,80,-2,6,5,24,75,50,3
37,0,77,0,8,21,40,69,30,0
53,0,88,5,54,0,35,34,0,0
41,0,79,6,42,22,39,38,0,0
37,0,77,3,38,21,39,38,0,0
56,4,81,0,54,-2,25,27,2,0
55,-4,80,-4,-4,8,25,85,60,3
53,0,88,0,54,20,35,33,0,0
83,-4,87,0,-4,0,4,92,88,4
37,0,83,0,38,22,45,44,0,0
45,0,86,0,44,-13,41,42,2,0
43,3,77,0,42,0,34,35,2,0
50,3,77,0,50,-1,27,28,0,0
39,0,77,1,38,0,38,38,0,0
55,-5,82,1,54,1,27,28,0,0
45,0,80,6,44,0,35,36,2,0
37,0,76,0,24,7,39,52,14,0
47,0,88,-2,46,0,40,41,0,0
49,0,84,0,50,4,35,35,0,0
45,0,79,1,44,-15,34,35,2,0
44,0,81,-3,42,-17,37,39,2,0
50,-5,86,0,50,-2,36,37,0,0
56,2,87,4,56,0,31,30,0,0
55,4,83,-5,54,0,28,29,2,0
48,1,87,-6,46,-4,39,41,2,0
37,0,92,-1,18,3,55,74,20,0
108,0,109,0,72,4,1,36,36,4
39,1,83,0,38,0,43,44,0,0
44,1,88,0,44,4,44,44,0,0
45,0,82,0,46,17,37,35,0,0
38,2,77,0,36,-18,39,41,2,0
55,0,76,16,-22,1,21,99,78,3
37,-4,76,0,36,0,39,39,0,0
51,0,84,0,50,-9,33,35,2,0
48,-5,84,0,46,-4,36,38,2,0
56,0,79,0,12,-17,23,66,42,3
43,0,83,-2,44,24,40,39,0,0
37,-1,106,-3,34,-5,69,72,4,0
56,0,79,0,10,31,23,68,46,3
43,0,87,0,44,18,44,43,0,0
37,5,75,0,18,-19,38,57,18,0
44,1,82,0,44,18,38,38,0,0
37,0,108,1,36,4,71,72,0,0
45,0,76,0,44,-9,30,32,2,0
55,0,98,0,54,16,42,44,2,0
41,0,84,7,38,-5,43,45,2,0
66,-5,109,0,68,0,43,42,0,0
55,0,78,0,54,-5,23,24,2,0
37,0,97,0,30,-3,60,66,6,0
39,2,79,1,38,0,39,40,0,0
55,0,97,-4,42,0,42,56,14,3
53,-5,102,-4,54,5,49,48,0,0
51,0,81,-4,52,5,30,30,0,0
51,-1,77,0,50,-15,27,28,2,0
82,0,85,-1,-10,-29,3,95,92,4
54,3,89,4,54,0,35,35,0,0
56,0,78,-1,26,2,22,52,30,3
41,-5,76,0,42,14,35,35,0,0
58,3,81,-5,56,0,24,24,0,0
37,0,77,0,6,8,40,72,32,0
37,-1,97,-12,26,-10,60,71,12,0
49,0,83,0,50,26,34,34,0,0
55,0,78,-1,6,-30,23,73,50,3
45,2,76,1,44,-3,31,32,2,0
51,0,87,0,52,4,36,35,0,0
41,0,75,0,42,10,34,34,0,0
41,0,77,0,38,-2,37,39,2,0
43,0,88,0,44,22,45,44,0,0
53,1,86,8,52,-12,33,35,2,0
55,0,84,-7,54,0,30,30,0,0
55,0,78,-6,8,0,23,70,48,3
44,3,76,0,44,15,32,32,0,0
51,2,107,-2,50,0,56,58,2,0
106,2,108,0,70,0,1,38,36,4
49,1,78,0,50,14,29,29,0,0
54,0,81,0,54,2,27,26,0,0
37,0,77,0,24,-25,40,54,14,0
49,0,87,0,50,18,38,38,0,0
37,0,79,0,34,16,42,46,4,0
43,-1,79,0,42,-13,36,38,2,0
53,0,83,0,52,-2,30,32,2,0
45,0,81,-6,44,0,36,37,2,0
37,0,80,0,24,-30,43,57,14,0
83,0,86,-2,-4,8,3,92,88,4
49,1,86,0,46,-4,37,39,2,0
37,0,78,0,-2,-9,42,81,40,0
56,-4,87,0,56,0,31,30,0,0
41,0,86,-2,42,0,45,44,0,0
56,0,80,0,20,-1,24,59,36,3
51,1,84,0,52,8,33,33,0,0
55,0,77,-6,12,-4,22,65,42,3
46,0,81,1,44,-28,35,37,2,0
56,6,76,14,-4,0,19,81,62,3
56,0,82,7,-12,-9,26,95,68,3
37,0,77,0,24,-9,40,54,14,0
42,0,81,0,42,189,39,40,0,0
37,0,79,0,6,-18,42,74,32,0
53,-4,87,0,54,3,34,33,0,0
41,0,87,0,38,-19,46,48,2,0
79,0,83,0,-42,15,4,127,122,4
37,0,97,0,28,-3,60,69,8,0
37,0,80,0,36,-12,43,44,2,0
37,0,78,0,10,2,41,68,26,0
42,-1,87,-5,42,-7,45,46,0,0
56,0,76,0,-10,-6,20,86,66,3
37,0,79,0,16,-9,43,64,22,0
37,0,104,0,24,-20,67,81,14,0
45,-1,74,0,44,0,30,30,0,0
43,0,81,3,42,-5,38,40,2,0
49,-5,77,0,50,7,28,28,0,0
43,2,79,0,42,0,37,38,2,0
41,0,77,0,42,11,36,35,0,0
56,4,75,9,-2,22,19,77,58,3
43,0,86,0,42,0,44,45,2,0
39,-4,77,0,38,0,38,39,0,0
40,0,80,0,38,3,40,41,2,0
56,0,77,0,0,9,21,77,56,3
56,0,76,0,-4,3,20,81,62,3
56,0,92,6,0,0,36,92,56,3
42,4,78,-7,42,0,36,37,0,0
82,0,86,0,-22,3,4,109,106,4
46,1,76,0,44,-19,30,32,2,0
47,-4,86,0,46,0,39,39,0,0
75,0,80,5,-42,0,5,124,120,4
37,0,76,0,30,-21,40,45,6,0
55,0,78,0,18,10,23,60,38,3
54,-5,78,0,54,0,24,24,0,0
56,0,78,0,42,-20,22,37,14,3
85,0,88,0,6,19,3,83,80,4
37,0,79,1,2,-1,43,77,34,0
41,-3,97,0,42,5,56,56,0,0
53,3,81,0,54,20,28,26,0,0
37,0,80,0,6,11,43,75,32,0
55,-1,98,0,44,-1,42,54,12,3
105,4,106,4,70,0,1,36,36,4
56,0,79,0,54,-21,23,24,2,0
37,0,80,0,36,30,43,44,2,0
49,2,83,0,50,26,34,34,0,0
37,0,79,0,26,2,42,53,10,0
37,-1,80,0,18,-7,43,62,18,0
49,-2,83,1,50,0,34,34,0,0
45,0,77,-5,44,0,32,33,2,0
56,0,96,0,38,-24,40,57,18,3
37,0,74,-2,28,0,38,46,8,0
37,0,79,0,36,-12,41,43,2,0
46,0,80,0,46,7,34,34,0,0
46,4,78,0,46,0,32,32,0,0
37,-3,80,0,34,1,43,46,4,0
38,1,77,0,38,15,39,38,0,0
37,0,77,2,36,-9,39,41,2,0
41,3,85,0,42,13,44,44,0,0
46,5,79,0,46,13,33,32,0,0
53,0,79,0,54,0,25,24,0,0
56,3,77,0,16,-2,22,62,40,3
44,0,79,0,44,11,35,35,0,0
37,1,98,0,30,0,61,67,6,0
56,-5,87,2,56,0,31,30,0,0
50,-1,86,-1,50,0,35,37,2,0
37,0,77,0,34,0,39,43,4,0
37,0,105,-1,30,0,68,74,6,0
41,0,79,-2,42,14,38,37,0,0
41,0,87,5,38,-3,46,48,2,0
55,0,94,0,18,0,39,76,38,3
37,0,91,0,16,-3,53,75,22,0
56,0,97,0,50,5,41,48,6,3
37,0,104,0,26,14,66,78,12,0
43,1,87,7,42,0,44,46,2,0
44,4,85,0,42,-21,41,44,2,0
37,0,97,0,34,-10,60,64,4,0
45,-2,87,0,46,15,42,41,0,0
37,0,77,0,30,-2,40,46,6,0
37,-1,75,0,18,0,38,57,18,0
48,0,88,7,46,-1,40,42,2,0
45,0,86,0,46,15,40,39,0,0
41,0,109,2,38,-5,68,70,2,0
81,0,84,-3,-14,0,3,99,96,4
43,0,81,0,42,-5,37,39,2,0
43,0,86,-1,42,-11,42,44,2,0
56,4,98,0,46,26,42,51,10,3
51,-4,83,0,52,0,32,32,0,0
37,2,90,-2,6,0,53,85,32,0
46,0,80,0,46,0,34,34,0,0
45,0,78,0,44,-5,33,34,2,0
37,0,83,-6,18,0,47,65,18,0
37,0,82,4,36,0,45,46,0,0
83,-3,87,1,-4,0,4,92,88,4
49,1,88,0,46,-3,39,41,2,0
44,0,89,0,44,5,45,45,0,0
79,-35,89,4,8,0,10,81,70,2
44,0,86,4,44,1,43,42,0,0
48,-4,83,0,46,-4,35,37,2,0
52,0,91,0,52,-6,38,39,0,0
58,-2,84,0,56,0,26,27,2,0
55,0,98,0,42,-13,42,57,14,3
37,0,76,4,30,-10,40,45,6,0
43,0,77,0,44,16,34,34,0,0
37,0,99,0,28,-13,61,70,8,0
44,0,79,-4,42,-27,35,38,2,0
44,0,86,0,42,-12,43,45,2,0
37,0,79,0,34,0,42,46,4,0
51,0,79,0,52,26,28,27,0,0
37,0,93,0,28,31,55,64,8,0
51,1,79,0,50,-18,27,30,2,0
50,4,77,0,50,0,27,28,0,0
41,0,86,-1,38,-1,45,47,2,0
37,0,83,0,8,-23,46,75,28,0
55,0,79,4,16,7,23,63,40,3
37,0,77,0,28,-26,40,48,8,0
46,-4,78,-6,46,0,32,32,0,0
45,0,79,0,46,11,34,33,0,0
56,0,92,0,0,19,36,92,56,3
43,3,76,0,44,31,32,32,0,0
41,5,77,0,38,0,37,39,2,0
79,0,83,4,-42,-19,5,127,122,4
55,0,95,0,50,7,40,46,6,3
37,0,76,0,36,26,39,40,0,0
39,-3,76,0,38,0,37,37,0,0
43,-4,87,0,44,15,44,43,0,0
37,0,76,0,36,4,38,39,2,0
41,0,78,-2,38,-5,37,39,2,0
52,2,84,0,52,0,32,32,0,0
43,-3,82,0,42,-9,39,41,2,0
80,-1,84,1,-36,15,5,121,116,4
56,0,77,0,-4,9,21,82,62,3
37,0,100,0,36,2,64,64,0,0
45,-2,81,0,46,17,36,35,0,0
56,2,97,0,42,-10,40,55,14,3
37,0,104,0,26,3,67,78,12,0
37,0,90,0,20,-20,52,69,16,0
42,1,87,6,42,0,45,46,0,0
37,0,83,0,36,0,47,47,0,0
56,0,77,0,-22,31,21,100,80,3
38,-2,75,0,38,0,37,36,0,0
41,0,87,1,38,-9,46,48,2,0
43,0,77,0,44,31,34,34,0,0
46,0,84,4,46,7,38,37,0,0
37,0,76,0,28,-10,40,48,8,0
45,0,76,-1,44,-2,31,32,2,0
55,0,98,-7,46,-19,42,51,8,3
37,0,75,4,34,0,37,41,4,0
56,0,91,0,2,2,35,88,54,3
51,-4,86,0,52,0,35,35,0,0
49,0,81,0,50,5,31,32,0,0
52,2,91,0,52,0,38,39,0,0
37,0,77,0,36,13,40,41,2,0
45,0,85,0,44,4,41,41,0,0
47,-1,88,-2,46,0,40,41,0,0
50,-1,85,-1,50,0,36,36,0,0
39,0,83,-1,38,0,43,44,0,0
55,0,108,0,54,-4,53,54,2,0
39,0,81,4,38,0,43,43,0,0
46,3,81,0,46,1,35,34,0,0
37,0,79,2,2,2,42,76,34,0
37,0,75,0,36,3,37,39,2,0
55,-1,98,-6,42,0,42,57,14,3
41,0,81,3,38,-7,40,42,2,0
37,0,95,1,10,0,58,85,28,0
45,0,77,-2,44,-4,32,33,0,0
56,0,97,0,54,16,40,42,2,0
39,-5,76,-2,-2,0,37,79,42,0
53,0,103,0,52,-4,50,51,2,0
56,0,95,0,50,30,40,46,6,3
