A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,class_label
1.0,9.0,39.1,164.0,84.0,4.0,1.0,6.0,2.0,2.0,4.0,4.0,1.0,2.0,5.0,3.0,0.0,48.0,7.2,3.0,5.3,0
1.0,1.0,38.2,64.0,28.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,49.0,8.6,2.0,6.6,1
1.0,1.0,38.1,52.0,24.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,7.0,1.0,0.0,54.0,7.5,2.0,2.6,0
2.0,1.0,0.0,80.0,36.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,0.0,3.0,5.0,38.0,6.2,0.0,0.0,0
2.0,1.0,38.0,48.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,42.0,6.3,2.0,4.1,1
1.0,1.0,37.8,48.0,28.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,46.0,5.9,2.0,7.0,1
1.0,9.0,38.3,130.0,60.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,0.0,0.0,1
2.0,1.0,38.0,48.0,20.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,0.0,5.0,0.0,2.0,49.0,8.3,1.0,0.0,1
2.0,1.0,36.6,42.0,18.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,52.0,7.1,0.0,0.0,0
1.0,1.0,37.9,48.0,16.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,5.0,37.0,7.0,0.0,0.0,1
1.0,1.0,38.0,0.0,24.0,3.0,3.0,6.0,2.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,68.0,7.8,0.0,0.0,0
1.0,1.0,38.5,86.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,3.0,5.0,45.0,7.4,1.0,3.4,0
1.0,1.0,38.5,66.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,4.0,5.0,40.0,6.7,1.0,0.0,1
1.0,1.0,37.2,42.0,12.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,5.0,0.0,7.0,0.0,0.0,1
1.0,1.0,0.0,80.0,0.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,43.0,70.0,0.0,0.0,1
2.0,1.0,0.0,112.0,24.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,40.0,5.3,3.0,2.6,1
2.0,1.0,38.2,42.0,26.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,36.0,6.9,0.0,0.0,1
2.0,1.0,37.9,54.0,42.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,47.0,54.0,3.0,1.0,1
2.0,1.0,38.8,50.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,42.0,6.2,0.0,0.0,1
1.0,1.0,38.2,48.0,18.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,4.0,0.0,48.0,74.0,1.0,2.0,1
2.0,1.0,39.1,72.0,52.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,50.0,7.8,0.0,0.0,1
2.0,1.0,0.0,44.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,6.3,0.0,0.0,1
1.0,1.0,37.8,48.0,12.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,37.0,5.5,2.0,1.3,1
1.0,1.0,38.2,60.0,30.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,48.0,66.0,0.0,0.0,1
1.0,1.0,38.3,44.0,21.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,5.0,44.0,6.5,2.0,4.4,1
1.0,1.0,37.7,120.0,28.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,65.0,7.0,3.0,0.0,0
1.0,1.0,37.9,60.0,15.0,3.0,0.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,0.0,4.0,5.0,65.0,7.5,0.0,0.0,1
1.0,1.0,0.0,52.0,28.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,4.0,4.0,37.0,8.1,0.0,0.0,1
2.0,1.0,39.5,92.0,28.0,3.0,3.0,6.0,1.0,5.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,72.0,6.4,0.0,3.6,0
2.0,1.0,37.5,48.0,30.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,8.6,0.0,0.0,1
2.0,1.0,38.5,54.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,40.0,6.8,2.0,7.0,1
1.0,1.0,37.0,66.0,20.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,35.0,6.9,2.0,0.0,0
2.0,1.0,37.2,108.0,12.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,6.0,3.0,3.0,52.0,8.2,3.0,7.4,0
1.0,1.0,36.8,60.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0
2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,43.0,7.7,0.0,0.0,1
1.0,1.0,37.3,90.0,40.0,3.0,0.0,6.0,2.0,5.0,4.0,3.0,2.0,2.0,0.0,1.0,5.0,65.0,50.0,3.0,2.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,35.0,58.0,2.0,1.0,1
2.0,9.0,39.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.5,0.0,0.1,1
2.0,1.0,38.6,68.0,20.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,38.0,6.5,1.0,0.0,1
2.0,1.0,37.3,50.0,32.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,44.0,7.0,0.0,0.0,1
1.0,1.0,0.0,60.0,20.0,4.0,3.0,4.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0
1.0,1.0,37.8,72.0,0.0,0.0,3.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,56.0,80.0,1.0,2.0,1
1.0,1.0,39.2,120.0,20.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,4.0,60.0,8.8,3.0,0.0,0
1.0,1.0,38.1,60.0,12.0,3.0,3.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,51.0,65.0,0.0,0.0,1
1.0,1.0,35.4,140.0,24.0,3.0,3.0,4.0,2.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,57.0,69.0,3.0,2.0,0
2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1
1.0,1.0,38.1,44.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,5.0,31.0,7.3,0.0,0.0,1
1.0,1.0,38.5,129.0,48.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,57.0,66.0,3.0,2.0,1
1.0,1.0,38.3,72.0,30.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,5.0,43.0,7.0,2.0,3.9,1
2.0,1.0,38.0,60.0,12.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,47.0,7.0,0.0,0.0,1
2.0,1.0,38.7,52.0,20.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,77.0,0.0,0.0,1
1.0,1.0,37.5,72.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,65.0,2.0,2.0,0
1.0,1.0,38.9,80.0,44.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,54.0,6.5,3.0,0.0,0
1.0,1.0,38.4,92.0,20.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,1.0,38.0,60.0,32.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,7.0,1.0,1.0,1
2.0,1.0,37.3,104.0,35.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,7.4,0.0,0.0,0
1.0,1.0,38.5,120.0,60.0,4.0,3.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1
2.0,1.0,0.0,80.0,32.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,50.0,80.0,0.0,0.0,1
2.0,1.0,38.8,48.0,40.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,5.0,41.0,65.0,0.0,0.0,1
1.0,1.0,37.6,45.0,12.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,39.0,7.0,2.0,1.5,1
1.0,9.0,38.8,124.0,36.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,4.0,4.0,50.0,7.6,3.0,0.0,0
2.0,1.0,38.5,60.0,20.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,63.0,7.5,2.0,2.3,0
1.0,1.0,38.2,40.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,66.0,0.0,0.0,1
1.0,1.0,37.9,68.0,20.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,5.0,45.0,4.0,3.0,2.8,0
1.0,1.0,38.9,80.0,44.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,54.0,6.5,3.0,0.0,0
1.0,1.0,38.5,96.0,30.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,3.0,5.0,50.0,65.0,0.0,0.0,1
2.0,1.0,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,0
2.0,1.0,37.5,48.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,37.0,6.5,0.0,0.0,1
2.0,1.0,37.5,48.0,30.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,8.6,0.0,0.0,1
1.0,1.0,37.7,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,88.0,0.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,0.0,4.0,5.0,63.0,6.5,3.0,0.0,0
2.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,4.0,5.0,38.0,6.5,0.0,0.0,0
2.0,1.0,38.0,52.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,53.0,86.0,0.0,0.0,1
2.0,1.0,38.1,56.0,20.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,46.0,70.0,0.0,0.0,1
1.0,1.0,38.1,40.0,36.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,38.7,96.0,28.0,3.0,3.0,4.0,1.0,0.0,4.0,0.0,0.0,3.0,7.5,0.0,0.0,64.0,9.0,0.0,0.0,0
2.0,1.0,37.7,44.0,40.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,41.0,60.0,0.0,0.0,1
1.0,1.0,39.3,0.0,0.0,4.0,3.0,6.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,75.0,0.0,3.0,4.3,0
1.0,1.0,38.4,44.0,24.0,3.0,0.0,4.0,0.0,5.0,4.0,3.0,2.0,1.0,0.0,4.0,5.0,50.0,77.0,0.0,0.0,1
2.0,1.0,37.0,60.0,20.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,4.5,4.0,4.0,43.0,7.6,0.0,0.0,0
1.0,1.0,38.4,84.0,30.0,3.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,6.5,4.0,4.0,47.0,7.5,3.0,0.0,0
1.0,1.0,0.0,112.0,13.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,4.5,4.0,4.0,60.0,6.3,3.0,0.0,1
1.0,1.0,0.0,65.0,24.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
1.0,1.0,38.3,132.0,0.0,0.0,3.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,6.2,4.0,4.0,57.0,8.0,0.0,5.2,1
1.0,1.0,37.6,64.0,21.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,5.0,40.0,7.0,1.0,0.0,1
1.0,1.0,0.0,104.0,0.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,0.0,3.0,0.0,4.0,4.0,69.0,8.6,2.0,3.4,0
2.0,1.0,38.6,46.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,49.0,9.1,1.0,1.6,1
1.0,1.0,38.3,60.0,16.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,30.0,6.0,1.0,3.0,1
1.0,1.0,0.0,60.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,3.0,4.0,44.0,8.3,0.0,0.0,0
2.0,1.0,38.7,48.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,34.0,63.0,0.0,0.0,1
1.0,1.0,38.1,52.0,24.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,7.0,1.0,0.0,54.0,7.5,2.0,2.6,0
1.0,1.0,0.0,120.0,0.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5.0,52.0,67.0,2.0,2.0,0
2.0,1.0,0.0,0.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,44.0,7.5,2.0,0.0,1
2.0,1.0,38.5,40.0,16.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,37.0,67.0,0.0,0.0,1
2.0,1.0,38.0,44.0,12.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,6.5,1.0,4.0,33.0,6.5,0.0,0.0,0
1.0,1.0,36.4,98.0,35.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,47.0,6.4,3.0,3.6,0
1.0,1.0,39.3,64.0,90.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,39.0,6.7,0.0,0.0,1
2.0,1.0,38.5,96.0,36.0,3.0,3.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,0.0,4.0,5.0,70.0,8.5,0.0,0.0,0
1.0,1.0,0.0,60.0,36.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,26.0,72.0,2.0,1.0,1
1.0,1.0,38.6,48.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,67.0,0.0,0.0,1
1.0,1.0,38.3,52.0,96.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.0,6.1,0.0,0.0,1
2.0,1.0,37.5,44.0,20.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,7.2,0.0,0.0,1
1.0,1.0,38.2,52.0,16.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,43.0,8.1,0.0,0.0,1
1.0,9.0,38.5,120.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,35.0,54.0,1.0,1.0,1
1.0,1.0,38.5,60.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,53.0,1.0,0.0,1
2.0,1.0,37.6,48.0,20.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,37.0,5.5,0.0,0.0,0
1.0,1.0,37.8,52.0,24.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,5.7,2.0,5.0,48.0,6.6,1.0,3.7,0
1.0,1.0,38.3,42.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.5,0.0,0.0,0
1.0,1.0,37.1,40.0,8.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,23.0,6.7,3.0,0.0,1
2.0,1.0,40.0,78.0,0.0,3.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,66.0,6.5,0.0,0.0,0
2.0,1.0,38.3,112.0,16.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,51.0,6.0,2.0,1.0,0
1.0,1.0,0.0,68.0,14.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,4.3,0.0,0.0,0.0,0.0,2.0,2.8,0
2.0,1.0,38.4,48.0,16.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.5,4.0,3.0,49.0,6.8,0.0,0.0,1
1.0,1.0,38.2,64.0,24.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,4.0,4.0,45.0,7.5,1.0,2.0,0
2.0,1.0,37.2,36.0,9.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,35.0,5.7,0.0,0.0,1
1.0,1.0,0.0,100.0,0.0,3.0,0.0,4.0,2.0,5.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,59.0,6.3,0.0,0.0,0
1.0,1.0,0.0,78.0,24.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,43.0,62.0,0.0,2.0,0
2.0,1.0,37.9,88.0,24.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,37.0,56.0,0.0,0.0,1
2.0,1.0,38.6,56.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,40.0,7.0,2.0,2.1,1
1.0,1.0,37.3,48.0,12.0,1.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,40.0,6.6,2.0,0.0,1
2.0,1.0,0.0,84.0,36.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,44.0,8.5,0.0,0.0,1
2.0,1.0,38.6,52.0,20.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,36.0,6.6,1.0,5.0,1
1.0,1.0,0.0,60.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,45.0,70.0,3.0,2.0,1
2.0,1.0,39.0,86.0,16.0,3.0,3.0,5.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,68.0,5.8,3.0,6.0,0
1.0,1.0,38.0,76.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11.0,0.0,0.0,1
2.0,1.0,39.0,64.0,40.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,42.0,7.5,2.0,2.3,1
1.0,1.0,37.4,84.0,20.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,61.0,0.0,1.0,0
1.0,1.0,36.5,78.0,30.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,75.0,2.0,1.0,1
1.0,1.0,37.8,60.0,24.0,1.0,0.0,3.0,2.0,0.0,4.0,4.0,2.0,3.0,2.0,0.0,5.0,52.0,75.0,0.0,0.0,0
2.0,1.0,38.0,56.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,42.0,71.0,0.0,0.0,1
2.0,1.0,38.3,60.0,20.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,34.0,66.0,0.0,0.0,1
2.0,1.0,37.8,56.0,16.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,44.0,68.0,1.0,1.0,1
2.0,1.0,38.5,60.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,44.0,7.7,0.0,0.0,1
2.0,1.0,0.0,0.0,0.0,3.0,4.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,38.3,42.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,61.0,0.0,0.0,1
2.0,1.0,0.0,120.0,0.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,0.0,4.0,5.0,60.0,6.5,3.0,0.0,0
1.0,1.0,38.3,40.0,18.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,43.0,5.9,1.0,0.0,1
1.0,1.0,0.0,64.0,36.0,2.0,0.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,42.0,7.7,0.0,0.0,0
